Id,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,modularity_class,stat_inf_class,clustering,eigencentrality
3175,1,398,20,2,22,20,2,22,2,0.75,0.833333,2789.786815,0.005048,0.000116,0.000628,10,75,0.025974,0.059836
6632,1,341,17,1,18,17,1,18,1,1,1,847.735372,0.006587,0.000273,0.000521,12,90,0.026144,0.070254
633,1,5484,1,1,2,1,1,2,3,0.5,0.611111,1.333333,0.000913,0.000009,0.000057,3,152,0,0.000757
1547,1,5483,1,9,10,1,9,10,10,0.222161,0.239936,24.970482,0.000913,0.00253,0.000057,7,145,0.055556,0.000757
4281,1,510,14,1,15,14,1,15,1,1,1,2800.847327,0.013365,0.000073,0.000412,10,246,0.009524,0.073205
183,1,5496,0,5,5,0,5,5,9,0.26488,0.284343,0,0,0.001892,0.000056,1,40,0,0
6467,1,321,37,2,39,37,2,39,4,0.342105,0.429487,5631.629706,0.021094,0.001236,0.001166,4,22,0.016869,0.148481
4114,1,1714,13,6,19,13,6,19,7,0.31371,0.350341,9737.35287,0.003262,0.01403,0.000187,1,40,0.073099,0.024492
184,1,5505,0,16,16,0,16,16,9,0.283355,0.301249,0,0,0.003179,0.000056,14,65,0.029167,0
5253,1,693,13,2,15,13,2,15,6,0.305785,0.381982,3534.014528,0.004243,0.000918,0.000522,1,4,0.057143,0.043303
2788,1,3446,6,7,13,6,7,13,9,0.287048,0.317139,6389.119179,0.012305,0.009518,0.00008,10,36,0.044872,0.017956
1580,1,5318,2,8,10,2,8,10,9,0.216408,0.239228,175.827213,0.000208,0.002092,0.000061,14,201,0.088889,0.001607
441,1,5504,1,40,41,1,40,41,8,0.307869,0.336188,921.467944,0.000108,0.027087,0.000059,1,2,0.041463,0.000757
454,1,3931,14,30,44,14,30,44,10,0.253748,0.289706,10838.41677,0.004108,0.018691,0.000109,1,16,0.030655,0.013692
5824,1,736,11,0,11,11,0,11,0,0,0,0,0.009607,0,0.00033,9,95,0.018182,0.100868
1108,1,4230,2,18,20,2,18,20,7,0.3008,0.327473,2520.719553,0.004799,0.00879,0.000059,14,68,0.052632,0.002855
4715,1,2024,11,4,15,11,4,15,9,0.217277,0.267128,458.119004,0.003942,0.001051,0.000101,14,65,0.152381,0.023649
6358,1,2047,26,20,46,26,20,46,8,0.28784,0.32226,12570.3353,0.011639,0.013742,0.000175,1,121,0.023671,0.040632
1937,1,5497,1,0,1,1,0,1,0,0,0,0,0.000108,0,0.000059,14,65,0,0.000757
6485,1,545,20,1,21,20,1,21,1,1,1,53.075447,0.004377,0.00125,0.000391,14,65,0.12619,0.054343
1604,1,3772,8,22,30,8,22,30,8,0.272791,0.300228,3717.974877,0.001948,0.008192,0.000089,14,167,0.03908,0.007183
185,1,5508,0,13,13,0,13,13,7,0.313779,0.340763,0,0,0.016544,0.000056,1,232,0.051282,0
2654,1,2984,16,43,59,16,43,59,8,0.263792,0.301063,43626.32062,0.00579,0.013557,0.000137,1,23,0.030099,0.022432
4568,1,1074,37,19,56,37,19,56,7,0.304104,0.335987,69071.15692,0.028373,0.01901,0.000443,1,99,0.025974,0.1211
3238,1,3825,5,7,12,5,7,12,9,0.231392,0.249717,647.07848,0.002607,0.001974,0.000085,1,61,0.045455,0.006215
1725,1,5507,1,8,9,1,8,9,7,0.286498,0.306088,234.347474,0.000563,0.005441,0.000059,12,143,0.097222,0.000757
5817,1,34,15,0,15,15,0,15,0,0,0,0,0.005406,0,0.000543,9,198,0.019048,0.06913
5307,1,1622,8,0,8,8,0,8,0,0,0,0,0.003516,0,0.000171,4,232,0.232143,0.01811
5072,1,5004,1,0,1,1,0,1,0,0,0,0,0.000018,0,0.000071,4,234,0,0.000962
3527,1,5509,0,2,2,0,2,2,10,0.238333,0.257779,0,0,0.002783,0.000056,3,44,0,0
6056,1,385,71,11,82,71,11,82,4,0.633333,0.767544,9897.0428,0.048808,0.004694,0.00146,9,44,0.012797,0.202068
188,1,5510,0,1,1,0,1,1,1,1,1,0,0,0.00069,0.000056,5,137,0,0
4888,1,1681,5,0,5,5,0,5,0,0,0,0,0.020275,0,0.000137,5,137,0.05,0.048537
189,1,5511,0,12,12,0,12,12,7,0.27132,0.289334,0,0,0.007949,0.000056,9,141,0.075758,0
3806,1,2243,13,8,21,13,8,21,8,0.280311,0.304166,7174.103262,0.024334,0.005318,0.000186,9,5,0.119048,0.045992
5419,1,572,29,4,33,29,4,33,7,0.29682,0.361961,8434.559925,0.032321,0.002325,0.000609,9,125,0.050189,0.178583
6702,1,39,26,0,26,26,0,26,0,0,0,0,0.012431,0,0.001156,9,127,0.036923,0.158917
5523,1,647,26,7,33,26,7,33,8,0.285714,0.352545,5488.62757,0.020585,0.006782,0.000388,9,122,0.046402,0.093122
5027,1,1171,11,4,15,11,4,15,7,0.23416,0.287983,2358.016829,0.004175,0.001517,0.000199,9,9,0.019048,0.02194
2669,1,3292,9,22,31,9,22,31,8,0.278376,0.304236,5718.628299,0.010828,0.013525,0.000084,9,6,0.052688,0.014073
552,1,417,17,3,20,17,3,20,2,0.636364,0.714286,6175.996512,0.026429,0.001814,0.000558,4,156,0.031579,0.172029
6621,1,281,23,2,25,23,2,25,1,1,1,5533.792209,0.013585,0.000114,0.000891,12,71,0.053333,0.122777
2750,1,3187,7,3,10,7,3,10,11,0.196337,0.243407,1128.552872,0.003782,0.007646,0.00009,7,34,0.011111,0.009782
3788,1,2180,10,6,16,10,6,16,8,0.24024,0.313512,3505.779085,0.001035,0.00145,0.000191,4,69,0.033333,0.009933
7123,1,4998,1,2,3,1,2,3,3,0.571429,0.708333,1.193223,0.000169,0.000318,0.00006,12,71,0.166667,0.000868
2517,1,5388,1,4,5,1,4,5,9,0.284728,0.326669,125.627504,0.000231,0.019785,0.00006,3,15,0.1,0.000851
5209,1,4811,2,3,5,2,3,5,9,0.237188,0.281752,433.099767,0.000324,0.01278,0.000066,1,190,0,0.001906
192,1,5512,0,5,5,0,5,5,7,0.28499,0.304425,0,0,0.005975,0.000056,4,88,0.1,0
193,1,5514,0,3,3,0,3,3,7,0.29064,0.3147,0,0,0.003139,0.000056,4,233,0,0
6925,1,2298,22,14,36,22,14,36,7,0.266667,0.305489,12793.94547,0.008988,0.00698,0.00047,4,233,0.011111,0.041517
1880,1,5513,1,3,4,1,3,4,9,0.229575,0.25076,39.770162,0.000107,0.002587,0.000071,4,233,0,0.000757
194,1,5516,0,2,2,0,2,2,12,0.182729,0.195123,0,0,0.000033,0.000056,5,154,0.5,0
2369,1,4157,3,3,6,3,3,6,8,0.24775,0.266017,621.882882,0.00096,0.002066,0.000116,5,154,0.033333,0.003127
497,1,5515,1,2,3,1,2,3,11,0.21391,0.231281,1474.036356,0.000001,0.000896,0.000079,5,154,0.166667,0.000757
4528,1,2431,3,6,9,3,6,9,5,0.34466,0.405869,3159.242673,0.000991,0.004126,0.000134,4,69,0,0.00573
5389,1,907,51,17,68,51,17,68,5,0.346457,0.454356,20263.657,0.013388,0.007687,0.001318,4,213,0.000439,0.101075
2064,1,3398,12,23,35,12,23,35,8,0.270737,0.298229,37930.77123,0.004094,0.022509,0.000207,4,120,0.011765,0.016156
2700,1,3622,6,8,14,6,8,14,11,0.211845,0.231305,4578.192114,0.001294,0.005089,0.000106,4,136,0.093407,0.006596
4390,1,2436,14,9,23,14,9,23,8,0.251719,0.269345,11742.05542,0.008506,0.002956,0.000177,3,131,0.013834,0.030314
196,1,5517,0,3,3,0,3,3,9,0.211943,0.223532,0,0,0.000397,0.000056,3,233,0,0
5772,1,1139,10,4,14,10,4,14,2,0.833333,0.9,3482.458971,0.007305,0.001584,0.000279,3,233,0.032967,0.030603
3169,1,2737,4,4,8,4,4,8,8,0.249088,0.26283,2316.15832,0.002883,0.003482,0.000083,3,190,0.035714,0.011364
2778,1,2990,6,12,18,6,12,18,9,0.237893,0.265919,4055.376912,0.001493,0.005598,0.000121,7,48,0.065359,0.007989
4133,1,2720,9,9,18,9,9,18,9,0.203341,0.226014,4559.362988,0.003988,0.003267,0.000122,10,75,0.029412,0.015604
3110,1,2773,16,10,26,16,10,26,8,0.290194,0.316384,5419.475274,0.013765,0.008501,0.000109,10,155,0.046154,0.025223
3578,1,5488,1,0,1,1,0,1,0,0,0,0,0.00024,0,0.000058,10,90,0,0.000851
6186,1,1701,6,4,10,6,4,10,6,0.340741,0.421014,446.793825,0.000724,0.004566,0.000215,10,134,0.044444,0.005278
1526,1,5487,1,0,1,1,0,1,0,0,0,0,0.00024,0,0.000058,10,90,0,0.000851
2287,1,5486,2,0,2,2,0,2,0,0,0,0,0.000302,0,0.000072,10,169,0,0.001701
5380,1,820,2,1,3,2,1,3,7,0.285185,0.327737,13.733333,0.005001,0.001791,0.000088,3,90,0.166667,0.076541
1891,1,4342,4,2,6,4,2,6,10,0.225152,0.244434,27.674405,0.004965,0.000525,0.000067,3,134,0.133333,0.005906
4256,1,1399,13,8,21,13,8,21,9,0.307091,0.348865,10971.20931,0.033872,0.021979,0.000128,9,123,0.080952,0.054967
3620,1,3945,2,2,4,2,2,4,9,0.187279,0.236673,81.831111,0.002519,0.00066,0.00006,1,240,0.083333,0.003112
5397,1,2422,4,9,13,4,9,13,8,0.268663,0.292965,2520.153845,0.002164,0.010879,0.000083,1,146,0.083333,0.005988
630,1,4822,1,1,2,1,1,2,10,0.178632,0.189121,14.517857,0.000421,0.000333,0.000059,9,134,0,0.000962
4122,1,2969,9,2,11,9,2,11,8,0.218341,0.269143,370.409665,0.019388,0.000386,0.000143,1,240,0.018182,0.035186
1783,1,3515,3,1,4,3,1,4,11,0.161847,0.169579,907.599721,0.015412,0.000038,0.00007,1,42,0,0.021074
963,1,767,20,4,24,20,4,24,1,1,1,4854.0742,0.006165,0.000404,0.000431,1,168,0.007246,0.047116
5858,1,4821,2,1,3,2,1,3,2,0.571429,0.625,7.236111,0.000487,0.000094,0.000071,6,134,0,0.001719
1399,1,3843,7,27,34,7,27,34,7,0.28448,0.311738,7658.948092,0.006982,0.024811,0.000095,10,231,0.038324,0.008292
200,1,5520,0,19,19,0,19,19,8,0.29835,0.326957,0,0,0.018211,0.000056,10,73,0.046784,0
2143,1,3838,6,10,16,6,10,16,9,0.306186,0.344269,8104.786192,0.006834,0.026921,0.000083,7,73,0.079167,0.010889
3939,1,4188,2,8,10,2,8,10,7,0.297886,0.317787,544.934426,0.001769,0.004949,0.00006,9,191,0.077778,0.001801
6355,1,5519,1,3,4,1,3,4,9,0.238365,0.253801,4.730476,0.000619,0.000333,0.000058,1,231,0.25,0.000757
1721,1,4261,4,22,26,4,22,26,9,0.279626,0.314123,2892.257381,0.00193,0.016281,0.000069,9,129,0.029231,0.003638
4930,1,2898,9,5,14,9,5,14,8,0.273992,0.303339,1625.208984,0.003271,0.004376,0.000145,1,16,0.038462,0.010704
5759,1,938,20,6,26,20,6,26,6,0.305677,0.377143,1420.371476,0.027288,0.004534,0.000196,10,45,0.050769,0.076078
3638,1,3872,2,13,15,2,13,15,9,0.260679,0.283316,360.86902,0.002579,0.01011,0.000059,1,225,0.119048,0.002779
359,1,5518,1,1,2,1,1,2,1,1,1,1,0.000619,0.001549,0.000058,8,73,0,0.000757
201,1,5525,0,35,35,0,35,35,9,0.285945,0.309683,0,0,0.010888,0.000056,1,100,0.066387,0
2098,1,3827,9,10,19,9,10,19,11,0.256298,0.289569,1994.698785,0.005625,0.006671,0.00008,1,61,0.073099,0.011097
5516,1,5524,2,7,9,2,7,9,9,0.237795,0.257338,108.093743,0.000514,0.003426,0.000059,1,166,0.097222,0.001514
5866,1,437,28,2,30,28,2,30,4,0.37037,0.475,672.29618,0.01837,0.001384,0.000597,1,139,0.074713,0.119641
330,1,5522,1,30,31,1,30,31,8,0.272134,0.29707,282.238047,0.00037,0.013089,0.000057,1,100,0.110753,0.000757
2755,1,5158,4,4,8,4,4,8,8,0.262767,0.30347,10.159802,0.003127,0.003786,0.00006,1,102,0.267857,0.004223
1785,1,5521,1,2,3,1,2,3,8,0.235955,0.25565,3.185859,0.00037,0.001938,0.000057,10,24,0,0.000757
2728,1,3385,5,5,10,5,5,10,8,0.268538,0.291351,3072.931987,0.015618,0.006495,0.000081,1,100,0.055556,0.022776
5629,1,1826,6,0,6,6,0,6,0,0,0,0,0.001653,0,0.000113,1,73,0.033333,0.009902
5746,1,513,17,7,24,17,7,24,4,0.418919,0.521505,3691.171194,0.010083,0.002221,0.000187,1,100,0.126812,0.067639
5671,1,1012,8,3,11,8,3,11,5,0.298969,0.377586,2068.708132,0.004096,0.000713,0.00023,1,167,0.018182,0.031569
4743,1,1941,6,4,10,6,4,10,9,0.222137,0.256397,713.790771,0.005259,0.002695,0.000089,1,34,0.077778,0.019206
675,1,5162,6,94,100,6,94,100,8,0.293182,0.328174,9263.174317,0.003064,0.043742,0.00007,1,128,0.040101,0.005636
3262,1,2128,4,8,12,4,8,12,9,0.225267,0.247888,1437.765219,0.003365,0.002513,0.000067,1,244,0.05303,0.009629
4187,1,1857,7,10,17,7,10,17,7,0.272406,0.297434,3549.724566,0.005808,0.006002,0.000084,1,158,0.029412,0.016506
3595,1,2055,11,15,26,11,15,26,10,0.223462,0.281622,6507.247595,0.005813,0.011297,0.000145,1,100,0.072308,0.019954
2482,1,5317,2,8,10,2,8,10,9,0.210147,0.228912,43.919495,0.00047,0.002022,0.00006,1,229,0.011111,0.001607
6135,1,174,20,2,22,20,2,22,4,0.355556,0.432292,4068.012194,0.010634,0.000574,0.000412,1,110,0.038961,0.133387
2168,1,3178,14,38,52,14,38,52,8,0.290582,0.31868,23597.75485,0.01364,0.030324,0.000111,1,159,0.042609,0.023845
202,1,5531,0,6,6,0,6,6,14,0.204538,0.233808,0,0,0.001025,0.000056,3,66,0,0
6273,1,1269,3,0,3,3,0,3,0,0,0,0,0.000261,0,0.000224,3,48,0,0.010476
230,1,5530,1,3,4,1,3,4,13,0.17456,0.194945,341.018168,0.000035,0.000686,0.000063,3,66,0,0.000757
422,1,5526,1,4,5,1,4,5,9,0.290793,0.332915,1387.471245,0.000035,0.018031,0.000063,3,66,0.15,0.000757
203,1,5532,0,1,1,0,1,1,10,0.175032,0.19037,0,0,0.000119,0.000056,9,12,0,0
4334,1,3528,6,6,12,6,6,12,9,0.211783,0.240854,1067.683384,0.003488,0.002724,0.000137,9,12,0.083333,0.00669
4697,1,1872,2,2,4,2,2,4,8,0.22943,0.254126,1196.324036,0.000449,0.000664,0.000082,10,102,0.083333,0.005398
1851,1,1039,2,0,2,2,0,2,0,0,0,0,0.000148,0,0.000145,2,102,0,0.008599
3795,1,5438,1,1,2,1,1,2,1,1,1,2,0.000001,0.000038,0.000071,2,102,0,0.000851
5552,1,959,9,2,11,9,2,11,2,0.666667,0.75,252.321747,0.001869,0.000196,0.00023,1,231,0.045455,0.010354
5429,1,960,5,3,8,5,3,8,4,0.404255,0.47807,2787.469564,0.001876,0.001373,0.00016,1,231,0.089286,0.01229
4146,1,2193,3,6,9,3,6,9,8,0.311706,0.344954,4577.515225,0.006039,0.016505,0.000082,1,231,0.097222,0.018741
207,1,5534,0,5,5,0,5,5,9,0.220965,0.233024,0,0,0.00269,0.000056,4,178,0.05,0
1808,1,4608,8,17,25,8,17,25,8,0.280346,0.302492,18265.04925,0.002226,0.006919,0.000154,1,178,0.018333,0.008302
6893,1,5533,1,0,1,1,0,1,0,0,0,0,0.000092,0,0.000065,4,178,0,0.000757
5228,1,584,43,14,57,43,14,57,8,0.243685,0.29224,20096.46106,0.031753,0.010966,0.000668,7,133,0.019737,0.199951
5786,1,812,15,1,16,15,1,16,1,1,1,2169.02248,0.01011,0.000035,0.000287,3,209,0.016667,0.053015
7043,1,329,41,0,41,41,0,41,0,0,0,0,0.020232,0,0.001972,9,45,0.012195,0.160957
3763,1,2249,41,32,73,41,32,73,10,0.287286,0.325325,41453.35272,0.019121,0.019672,0.000534,9,95,0.025685,0.074038
3136,1,3406,5,4,9,5,4,9,9,0.227148,0.239108,2567.326966,0.002835,0.002027,0.000137,14,63,0,0.006398
6870,1,4315,6,14,20,6,14,20,8,0.272137,0.301024,827.577527,0.006391,0.010434,0.000072,1,132,0.055263,0.006569
396,1,4730,3,26,29,3,26,29,8,0.285256,0.306564,4677.644316,0.001463,0.010873,0.000076,1,132,0.035714,0.002675
1072,1,4850,3,4,7,3,4,7,7,0.2924,0.317731,3185.17766,0.001819,0.007461,0.000065,9,103,0.071429,0.003156
4577,1,1536,4,1,5,4,1,5,2,0.555556,0.6,51.634801,0.002745,0.000044,0.000089,1,40,0.25,0.017926
209,1,5535,0,2,2,0,2,2,11,0.186589,0.205917,0,0,0.000681,0.000056,12,90,0,0
1899,1,3575,6,8,14,6,8,14,10,0.214336,0.237379,1764.509327,0.001597,0.002847,0.000093,12,90,0.06044,0.006058
5296,1,1675,17,7,24,17,7,24,8,0.245598,0.284362,2745.479576,0.002943,0.007714,0.000379,8,117,0.023551,0.023464
1717,1,2586,19,19,38,19,19,38,9,0.268873,0.302422,17236.9601,0.012864,0.013136,0.000236,12,90,0.031294,0.038173
5433,1,1249,8,3,11,8,3,11,6,0.317073,0.351865,282.634414,0.009241,0.004246,0.000093,1,199,0.209091,0.031181
3839,1,2041,15,10,25,15,10,25,9,0.238726,0.267012,11723.96956,0.005442,0.003137,0.000205,1,23,0.043333,0.025532
2665,1,3012,6,17,23,6,17,23,11,0.246208,0.279145,6633.006488,0.003752,0.015844,0.000084,14,148,0.035573,0.009203
6838,1,710,26,2,28,26,2,28,3,0.555556,0.666667,681.791567,0.008397,0.000324,0.000695,1,37,0.02381,0.064827
3616,1,2734,11,8,19,11,8,19,10,0.272232,0.324187,12784.29116,0.019836,0.025432,0.000091,1,117,0.067251,0.041842
1890,1,1417,7,4,11,7,4,11,7,0.273756,0.304119,178.468889,0.006152,0.00679,0.000095,10,13,0.090909,0.010659
304,1,4707,2,14,16,2,14,16,11,0.25291,0.280392,1329.412289,0.002071,0.015301,0.00006,1,196,0.15,0.001812
5748,1,372,14,1,15,14,1,15,2,0.666667,0.75,256.626841,0.018084,0.000552,0.000259,1,137,0.085714,0.153227
2523,1,3109,8,17,25,8,17,25,8,0.281521,0.309201,5091.708105,0.015443,0.013475,0.000069,10,98,0.078333,0.014178
1985,1,870,11,6,17,11,6,17,8,0.232255,0.261921,6937.042688,0.015088,0.003391,0.00018,9,95,0.080882,0.058198
3096,1,2114,14,11,25,14,11,25,8,0.265126,0.289947,27524.42327,0.011606,0.004373,0.000118,1,164,0.036667,0.027479
3305,1,2723,6,4,10,6,4,10,7,0.271298,0.293756,14128.45061,0.017445,0.006111,0.000113,1,109,0.044444,0.027991
3077,1,1373,5,2,7,5,2,7,8,0.215185,0.231565,814.987815,0.005606,0.000976,0.000087,10,53,0.02381,0.020242
2963,1,2904,13,28,41,13,28,41,8,0.294509,0.330424,11691.76175,0.006024,0.021955,0.000141,1,187,0.059756,0.016575
5059,1,3461,3,5,8,3,5,8,9,0.26168,0.282753,1382.359534,0.005157,0.004248,0.000062,1,196,0.107143,0.008028
2274,1,977,7,1,8,7,1,8,1,1,1,388.865346,0.023541,0.000669,0.000114,1,151,0.053571,0.047039
2886,1,3752,2,8,10,2,8,10,9,0.248531,0.276467,619.445972,0.006813,0.012727,0.000059,10,214,0.044444,0.007329
4439,1,1247,42,32,74,42,32,74,9,0.30022,0.343125,63743.6425,0.035477,0.027194,0.000325,1,119,0.034432,0.148041
2247,1,1281,14,12,26,14,12,26,8,0.251948,0.280913,9371.32488,0.024709,0.013877,0.000132,1,228,0.084615,0.055676
212,1,5536,0,6,6,0,6,6,7,0.298033,0.322532,0,0,0.010177,0.000056,5,93,0.2,0
6807,1,1549,3,0,3,3,0,3,0,0,0,0,0.016404,0,0.000084,5,93,0.333333,0.033513
213,1,5537,0,4,4,0,4,4,11,0.191814,0.205082,0,0,0.000888,0.000056,14,78,0,0
2101,1,3629,7,10,17,7,10,17,10,0.228972,0.247428,5219.734527,0.001779,0.003608,0.000117,4,234,0.095588,0.007767
5434,1,1952,7,1,8,7,1,8,5,0.333333,0.420833,773.452602,0.010485,0.00011,0.000116,14,78,0.017857,0.048787
6935,1,5542,0,2,2,0,2,2,8,0.234903,0.248572,0,0,0.000367,0.000056,14,220,0,0
1011,1,5541,1,9,10,1,9,10,7,0.291625,0.316687,2675.662742,0.000012,0.0033,0.000079,14,220,0,0.000757
5754,1,301,6,0,6,6,0,6,0,0,0,0,0.011388,0,0.000189,10,122,0.066667,0.04796
817,1,5059,1,12,13,1,12,13,9,0.215935,0.237929,72.735664,0.000571,0.013157,0.000057,10,108,0.012821,0.000851
5684,1,414,28,6,34,28,6,34,4,0.53125,0.642157,9634.43074,0.050042,0.002013,0.000248,1,187,0.065062,0.166068
366,1,5055,1,10,11,1,10,11,10,0.230207,0.249457,29.96796,0.000571,0.003127,0.000057,8,154,0.072727,0.000851
5912,1,862,19,4,23,19,4,23,7,0.300261,0.35472,3300.752826,0.032077,0.005213,0.000561,8,207,0.017787,0.080228
6604,1,2190,4,0,4,4,0,4,0,0,0,0,0.020126,0,0.00007,9,154,0,0.037402
5360,1,1924,7,1,8,7,1,8,4,0.366667,0.431818,77.978344,0.002335,0.000546,0.000115,12,210,0.071429,0.0155
6053,1,3154,6,3,9,6,3,9,2,0.714286,0.8,87.785212,0.002403,0.000268,0.000131,1,210,0.013889,0.006443
2354,1,2900,11,16,27,11,16,27,8,0.295764,0.326551,4707.872541,0.012061,0.013036,0.000086,1,187,0.062678,0.022942
1637,1,3851,5,5,10,5,5,10,12,0.21431,0.234425,951.392695,0.004859,0.00059,0.000069,1,60,0.066667,0.00788
3145,1,4258,4,10,14,4,10,14,8,0.277868,0.304377,1338.736508,0.005334,0.008031,0.00007,1,2,0.043956,0.005389
5565,1,5053,3,1,4,3,1,4,3,0.428571,0.5,11.021795,0.001001,0.00024,0.000094,9,154,0.083333,0.002458
5774,1,2897,2,0,2,2,0,2,0,0,0,0,0.001318,0,0.000062,10,154,0.5,0.003184
4572,1,2253,6,7,13,6,7,13,7,0.275434,0.303384,3876.149468,0.001291,0.003458,0.000153,10,166,0.057692,0.011961
233,1,5052,1,11,12,1,11,12,8,0.289438,0.322035,1318.870006,0.000571,0.023682,0.000057,10,210,0.060606,0.000851
5874,1,3940,6,1,7,6,1,7,1,1,1,26.325473,0.005579,0.000056,0.000074,10,178,0.047619,0.008067
214,1,5544,0,37,37,0,37,37,9,0.268214,0.291592,0,0,0.010327,0.000056,1,206,0.042042,0
4668,1,2050,8,2,10,8,2,10,1,1,1,87.140235,0.001158,0.000588,0.000127,10,188,0.055556,0.010611
3302,1,2113,10,21,31,10,21,31,7,0.291667,0.32489,16440.53254,0.007952,0.012326,0.000115,1,177,0.02043,0.018032
3205,1,5543,1,3,4,1,3,4,11,0.160313,0.175009,5.785714,0.000351,0.000316,0.000057,14,48,0.083333,0.000757
5459,1,1259,4,1,5,4,1,5,1,1,1,2123,0.005456,0.000031,0.000078,1,235,0.05,0.03269
1351,1,3584,5,16,21,5,16,21,10,0.242551,0.269901,727.46646,0.003266,0.011568,0.000067,1,206,0.092857,0.005846
879,1,1208,22,3,25,22,3,25,7,0.276158,0.303253,2662.043438,0.011943,0.002687,0.000224,10,206,0.106667,0.053885
5350,1,2071,12,3,15,12,3,15,6,0.304,0.366228,666.660432,0.016357,0.001394,0.000161,1,191,0.014286,0.030226
5466,1,72,23,8,31,23,8,31,5,0.358974,0.429524,14110.57085,0.01043,0.001959,0.00062,1,109,0.022581,0.125303
1858,1,849,13,3,16,13,3,16,6,0.301724,0.340635,8452.992488,0.004305,0.00126,0.000198,1,134,0.075,0.027218
4070,1,2035,11,6,17,11,6,17,8,0.235639,0.267855,3229.165147,0.002103,0.00193,0.000168,14,65,0.099265,0.017117
3087,1,345,9,2,11,9,2,11,2,0.75,0.833333,2582.734514,0.00242,0.000332,0.000228,1,206,0.109091,0.026146
5511,1,555,50,14,64,50,14,64,8,0.255591,0.335246,18282.42974,0.014363,0.004226,0.000614,1,194,0.034226,0.131609
5362,1,2096,9,17,26,9,17,26,8,0.258433,0.286387,9640.444017,0.002895,0.0037,0.000093,1,23,0.066154,0.013621
5132,1,947,28,7,35,28,7,35,7,0.265675,0.30941,3421.574412,0.011124,0.006352,0.000293,1,78,0.042857,0.057444
2014,1,2987,10,34,44,10,34,44,7,0.286348,0.311844,25051.7685,0.010607,0.010174,0.000113,1,201,0.041755,0.01793
3181,1,2425,15,11,26,15,11,26,11,0.245475,0.275123,9408.394931,0.008831,0.004915,0.000123,1,206,0.061538,0.02526
2474,1,3280,6,10,16,6,10,16,10,0.256786,0.283159,1831.57482,0.008439,0.008614,0.000074,1,206,0.133333,0.008738
3967,1,2094,8,10,18,8,10,18,9,0.236562,0.265551,2390.398517,0.002386,0.004501,0.000103,1,183,0.078431,0.012709
4088,1,3699,2,0,2,2,0,2,0,0,0,0,0.005497,0,0.00006,1,206,0,0.00703
2690,1,1820,10,2,12,10,2,12,9,0.220042,0.238882,14643.11039,0.011392,0.001073,0.000183,14,96,0.022727,0.054997
4212,1,3142,8,1,9,8,1,9,7,0.21727,0.239774,499.362926,0.00324,0.000008,0.000178,14,48,0,0.010623
6615,1,9,11,1,12,11,1,12,2,0.666667,0.75,3120.920495,0.00243,0,0.000293,1,137,0.075758,0.026615
6533,1,25,17,2,19,17,2,19,4,0.333333,0.423611,4256.684574,0.010516,0.00041,0.00066,1,239,0.070175,0.135455
6389,1,3757,3,0,3,3,0,3,0,0,0,0,0.000351,0,0.000098,4,200,0,0.003562
4769,1,1606,3,0,3,3,0,3,0,0,0,0,0.001864,0,0.00011,4,200,0,0.015109
216,1,5546,0,4,4,0,4,4,11,0.191838,0.205712,0,0,0.001158,0.000056,7,46,0.083333,0
2060,1,4645,2,3,5,2,3,5,9,0.192729,0.214847,232.814524,0.000118,0.001601,0.000072,1,57,0.05,0.001738
3733,1,5545,1,3,4,1,3,4,10,0.230132,0.250642,2264.720879,0.000039,0.000397,0.000067,7,46,0.083333,0.000757
217,1,5549,0,13,13,0,13,13,10,0.237097,0.258537,0,0,0.011852,0.000056,12,205,0.057692,0
4753,1,5548,1,5,6,1,5,6,10,0.241053,0.262899,77.879256,0.000403,0.002311,0.000059,1,210,0.066667,0.000757
665,1,5219,4,28,32,4,28,32,10,0.267474,0.298911,7116.201111,0.00057,0.011203,0.000075,12,205,0.032258,0.003215
238,1,5547,1,10,11,1,10,11,11,0.216512,0.2342,106.351217,0.000403,0.001554,0.000059,12,205,0.090909,0.000757
5611,1,581,5,2,7,5,2,7,1,1,1,2867.780162,0.002289,0.000149,0.00019,10,205,0,0.046428
6206,1,28,20,0,20,20,0,20,0,0,0,0,0.019975,0,0.001355,12,110,0.097368,0.18954
218,1,5555,0,3,3,0,3,3,12,0.147525,0.156194,0,0,0.000033,0.000056,14,212,0,0
394,1,5554,1,0,1,1,0,1,0,0,0,0,0.000001,0,0.000071,14,212,0,0.000757
1955,1,5553,1,5,6,1,5,6,11,0.172901,0.186819,3022,0.000001,0.000308,0.000071,14,212,0.033333,0.000757
6174,1,1181,5,0,5,5,0,5,0,0,0,0,0.000982,0,0.000198,14,67,0,0.006907
2825,1,2575,40,59,99,40,59,99,10,0.279462,0.321079,55295.88225,0.018191,0.031229,0.000385,4,104,0.030818,0.064494
1659,1,4734,2,2,4,2,2,4,11,0.183333,0.197875,20.042399,0.000528,0.000035,0.000065,6,51,0.166667,0.001713
841,1,4732,1,4,5,1,4,5,10,0.172722,0.186596,27.931825,0.000471,0.000447,0.000057,3,96,0.05,0.000956
2526,1,3171,9,11,20,9,11,20,8,0.276318,0.30529,5520.359163,0.00506,0.012732,0.000086,1,132,0.121053,0.013399
