Id,Degree,Weighted Degree,pageranks,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
6345,19,19,0.000214,0.087719,15,0.059313,7,0.324794,0.343424,10968.04245
5714,12,12,0.000157,0.090909,6,0.012789,7,0.286168,0.29776,5290.135679
726,33,33,0.000376,0.07197,38,0.056004,6,0.318109,0.335584,24683.41046
553,21,21,0.000248,0.166667,35,0.019338,7,0.287264,0.299814,4599.124796
3075,40,40,0.000502,0.083333,65,0.068569,6,0.324498,0.341796,57878.85029
1247,6,6,0.000087,0.066667,1,0.015514,7,0.28954,0.301484,648.471791
900,16,16,0.000181,0.283333,34,0.03513,6,0.302522,0.315289,5315.68516
1445,4,4,0.000074,0,0,0.007251,7,0.276839,0.287142,766.4075
4250,4,4,0.000093,0.166667,1,0.005454,7,0.264192,0.274341,7266.947172
3898,3,3,0.000055,0,0,0.007049,7,0.273072,0.28374,310.50056
6365,4,4,0.000076,0.5,3,0.010013,7,0.278723,0.289758,2955.445476
2639,13,13,0.00017,0.128205,10,0.043789,7,0.316357,0.332836,8372.308762
2713,5,5,0.000086,0.3,3,0.009423,7,0.279752,0.290831,1631.744842
6119,7,7,0.000108,0.190476,4,0.013376,7,0.285148,0.296646,3864.025143
919,31,31,0.000386,0.103226,48,0.045904,6,0.313987,0.329942,32413.87507
6423,4,4,0.00007,0.166667,1,0.020157,7,0.293693,0.309158,1607.719424
1946,18,18,0.000223,0.111111,17,0.037529,6,0.308335,0.324494,28199.09668
1839,3,3,0.000082,0.333333,1,0.004709,7,0.260865,0.270172,7124
4905,4,4,0.000067,0.833333,5,0.006234,7,0.26564,0.275513,25.211372
5742,5,5,0.00008,0.8,8,0.063851,6,0.333755,0.355041,774.606043
5401,1,1,0.000033,0,0,0.003062,7,0.259289,0.268293,0
6670,2,2,0.000044,1,1,0.008346,7,0.278081,0.28891,0
3627,3,3,0.000055,0,0,0.008512,7,0.274937,0.285963,319.509451
6851,18,18,0.000225,0.052288,8,0.027621,7,0.304058,0.316832,6253.698501
2684,2,2,0.000044,1,1,0.008346,7,0.278081,0.28891,0
6440,34,34,0.000356,0.142602,80,0.072482,6,0.321482,0.337539,14768.27625
5020,3,3,0.000055,0,0,0.010903,7,0.283413,0.29573,746.839004
4720,1,1,0.000033,0,0,0.003062,7,0.259289,0.268293,0
5750,2,2,0.000044,1,1,0.008346,7,0.278081,0.28891,0
2001,11,11,0.000143,0.090909,5,0.035596,6,0.308829,0.326501,5382.388502
361,2,2,0.000045,0,0,0.004724,7,0.263606,0.273487,52.22192
3922,7,7,0.000116,0.047619,1,0.012012,7,0.287902,0.299126,8121.652241
3717,1,1,0.000033,0,0,0.003062,7,0.259289,0.268293,0
3132,2,2,0.000043,0,0,0.006037,7,0.272248,0.282237,41.198303
4860,7,7,0.000119,0.190476,4,0.020714,7,0.296356,0.309447,7840.633497
5480,6,6,0.000086,0.266667,4,0.017075,7,0.290567,0.302911,839.990333
3926,21,21,0.000295,0.07619,16,0.039399,7,0.312171,0.329421,30730.27926
6335,7,7,0.000095,0.333333,7,0.035051,6,0.30747,0.32175,1128.591322
4366,24,24,0.00027,0.141304,39,0.032579,7,0.304383,0.318614,11188.09258
5947,5,5,0.000079,0.1,1,0.008844,7,0.277897,0.288866,567.057638
4707,16,16,0.000215,0.158333,19,0.029292,6,0.301396,0.31505,13583.58344
6677,4,4,0.000065,0.166667,1,0.007494,7,0.272196,0.282445,144.770862
2165,8,8,0.000106,0.214286,6,0.016568,7,0.281354,0.294591,1249.132361
2188,3,3,0.000062,0,0,0.004488,7,0.264418,0.274118,1252.287904
6125,3,3,0.000055,1,3,0.009765,7,0.278647,0.289599,0
6879,2,2,0.000044,1,1,0.008346,7,0.278081,0.28891,0
530,10,10,0.000135,0.111111,5,0.043318,7,0.319535,0.336291,8419.467029
3066,1,1,0.000033,0,0,0.003062,7,0.259289,0.268293,0
5713,2,2,0.000045,0,0,0.023266,6,0.299018,0.315434,435.796202
6815,25,25,0.000288,0.096667,29,0.051162,6,0.315796,0.331287,23749.74823
4573,5,5,0.000077,0,0,0.010533,7,0.283323,0.294716,1528.932319
1170,23,23,0.000319,0.098814,25,0.057812,6,0.321221,0.340791,33900.884
1533,6,6,0.00011,0.333333,5,0.03692,6,0.310012,0.326978,8180.096265
1038,2,2,0.000046,0,0,0.004205,7,0.262363,0.272059,235.173976
6903,19,19,0.000247,0.087719,15,0.032978,6,0.304565,0.319184,13005.58176
937,12,12,0.000173,0.166667,11,0.010798,7,0.275714,0.286529,2453.163414
2308,3,3,0.000055,0.333333,1,0.009317,7,0.279521,0.290653,120.404272
146,12,12,0.000166,0.090909,6,0.020311,7,0.296504,0.309236,4533.110791
179,7,7,0.0001,0.333333,7,0.055663,6,0.325001,0.344863,2486.860502
180,20,20,0.000229,0.315789,60,0.058882,6,0.322267,0.341811,19500.71714
5179,20,20,0.00023,0.321053,61,0.033704,7,0.303786,0.318588,7678.720432
1666,31,31,0.000351,0.215054,100,0.049733,7,0.31521,0.334731,29431.19643
4994,17,17,0.000189,0.536765,73,0.020466,7,0.284806,0.296828,825.118009
3838,30,30,0.000324,0.181609,79,0.047829,6,0.315335,0.330475,16371.37348
6007,24,24,0.0003,0.224638,62,0.023314,7,0.286582,0.299729,19886.39445
6399,14,14,0.000219,0.032967,3,0.012662,7,0.275171,0.287052,17915.14293
3624,34,34,0.000382,0.210339,118,0.029324,7,0.289094,0.302972,8530.884123
2935,13,13,0.000151,0.128205,10,0.031117,7,0.304604,0.318991,4416.935684
1336,14,14,0.000193,0.054945,5,0.024305,7,0.297172,0.311908,14139.82924
570,37,37,0.000391,0.135135,90,0.097862,6,0.32718,0.346082,19704.18285
1876,18,18,0.000215,0.45098,69,0.017821,7,0.279906,0.291941,3880.919496
5849,13,13,0.000153,0.551282,43,0.014812,7,0.281476,0.292715,774.992533
5387,32,32,0.000359,0.068548,34,0.059773,6,0.321729,0.340819,30920.2402
6564,27,27,0.000298,0.25641,90,0.030321,7,0.291566,0.305812,7061.389317
181,2,2,0.000055,0,0,0.002855,7,0.255422,0.264458,91.880343
5050,4,4,0.000105,0,0,0.022391,7,0.294653,0.310799,16410.46028
182,39,39,0.000522,0.036437,27,0.073299,6,0.331503,0.350861,84382.6357
461,6,6,0.000094,0,0,0.009355,7,0.274662,0.285594,1403.853261
3920,3,3,0.000053,0.333333,1,0.012866,7,0.283978,0.295945,117.131729
6785,4,4,0.000071,1,6,0.003332,7,0.253081,0.261271,0
4997,3,3,0.000058,0,0,0.005732,7,0.266694,0.276284,322.80508
6582,5,5,0.000084,0.2,2,0.006043,7,0.269968,0.279702,619.968192
5303,13,13,0.000154,0.179487,14,0.040406,6,0.304253,0.318559,2523.074038
3020,8,8,0.00012,0.357143,10,0.007249,7,0.270265,0.280617,1494.751093
4920,6,6,0.000089,0,0,0.011891,7,0.279785,0.290902,1195.726399
5124,3,3,0.000087,0,0,0.002926,7,0.25266,0.261068,7176.171209
6605,25,25,0.000295,0.133333,40,0.105187,6,0.341563,0.362671,33272.37944
4203,14,14,0.000186,0.076923,7,0.043103,7,0.317118,0.334965,17249.16777
7075,10,10,0.000146,0.155556,7,0.008493,7,0.267918,0.278102,2322.088009
308,2,2,0.000047,0,0,0.00223,7,0.25036,0.258125,62.125904
5637,2,2,0.000045,0,0,0.002838,7,0.253577,0.261774,89.196373
197,21,21,0.000316,0.071429,15,0.022592,7,0.289976,0.303161,27169.49573
971,18,18,0.00022,0.117647,18,0.039061,7,0.303734,0.318414,8478.368252
5655,9,9,0.000138,0.333333,12,0.00573,7,0.26247,0.271985,1023.491391
974,8,8,0.000124,0,0,0.007312,7,0.274683,0.28497,772.432496
6092,6,6,0.000093,0.466667,7,0.005254,7,0.26165,0.270984,461.728012
3175,22,22,0.00032,0.051948,12,0.022861,7,0.290638,0.304406,27759.86214
6632,18,18,0.000235,0.052288,8,0.024982,7,0.297968,0.311346,9867.18817
633,2,2,0.000048,0,0,0.002112,7,0.250281,0.258052,295.050224
1547,10,10,0.000152,0.111111,5,0.009813,7,0.275235,0.286593,8840.165471
4281,15,15,0.000211,0.019048,2,0.035871,7,0.30989,0.32525,14513.77226
183,5,5,0.000074,0,0,0.013064,7,0.28229,0.295144,1041.791452
6467,39,39,0.000469,0.033738,25,0.066661,6,0.321062,0.336524,25473.15801
4114,19,19,0.000244,0.146199,25,0.040692,7,0.317019,0.333641,20888.33143
184,16,16,0.000202,0.058333,7,0.020967,7,0.299043,0.311332,9887.506754
5253,15,15,0.000191,0.114286,12,0.0193,7,0.293077,0.306363,5971.975873
2788,13,13,0.000163,0.089744,7,0.048586,7,0.31955,0.336509,9325.893122
1580,10,10,0.000129,0.177778,8,0.010433,7,0.271947,0.283458,2096.01166
441,41,41,0.000493,0.082927,68,0.086491,6,0.329678,0.347563,63237.18475
454,44,44,0.000491,0.061311,58,0.059506,7,0.320859,0.338981,43476.98821
5824,11,11,0.000174,0.036364,2,0.035215,7,0.309057,0.327197,15299.9095
1108,20,20,0.000238,0.105263,20,0.047985,6,0.320527,0.339637,23623.23792
4715,15,15,0.000173,0.304762,32,0.019196,7,0.285457,0.298603,4416.543741
6358,46,46,0.000504,0.047343,49,0.066552,6,0.323203,0.341011,40208.33819
1937,1,1,0.000032,0,0,0.000703,8,0.23021,0.235568,0
6485,21,21,0.000231,0.252381,53,0.023888,7,0.286605,0.299791,2644.609495
1604,30,30,0.000347,0.078161,34,0.036113,7,0.301613,0.316862,14929.9747
185,13,13,0.000166,0.102564,8,0.053647,7,0.323481,0.34235,13124.7249
2654,59,59,0.000676,0.060199,103,0.065598,6,0.316007,0.334667,71032.44346
4568,56,56,0.000639,0.051948,80,0.116019,6,0.338046,0.35746,75626.05877
3238,12,12,0.000148,0.090909,6,0.014291,7,0.276034,0.287939,3122.661739
1725,9,9,0.00013,0.194444,7,0.02336,7,0.295092,0.308322,5609.457054
5817,15,15,0.000189,0.038095,4,0.021593,7,0.289764,0.302217,6283.503127
5307,8,8,0.000113,0.464286,13,0.011657,7,0.266236,0.277267,579.994353
5072,1,1,0.000038,0,0,0.000499,8,0.212604,0.218594,0
3527,2,2,0.000042,0,0,0.007268,7,0.268716,0.279349,98.777322
6056,82,82,0.001039,0.025595,85,0.124741,7,0.332292,0.352839,102655.0105
188,1,1,0.000038,0,0,0.000853,8,0.234699,0.242107,0
4888,5,5,0.000102,0.1,1,0.033281,7,0.306663,0.324055,8257.042111
189,12,12,0.000144,0.151515,10,0.022129,6,0.295117,0.307675,1357.294728
3806,21,21,0.000244,0.238095,50,0.056368,6,0.31998,0.338676,13323.5098
5419,33,33,0.000379,0.100379,53,0.089096,6,0.332183,0.35106,19641.17321
6702,26,26,0.000302,0.073846,24,0.049437,7,0.314431,0.329171,12106.30421
5523,33,33,0.000386,0.092803,49,0.064202,6,0.317217,0.333055,23182.61484
5027,15,15,0.000201,0.038095,4,0.015732,7,0.285789,0.297522,3290.405905
2669,31,31,0.000354,0.105376,49,0.058029,6,0.316723,0.331726,19343.28347
552,20,20,0.00029,0.063158,12,0.07562,7,0.333724,0.354462,39489.68753
6621,25,25,0.000316,0.106667,32,0.046278,7,0.31574,0.331302,21614.04882
2750,10,10,0.000131,0.022222,1,0.023504,7,0.298492,0.312421,3974.165493
3788,16,16,0.000249,0.066667,8,0.009515,7,0.262334,0.272896,12051.11974
7123,3,3,0.000054,0.333333,1,0.002076,7,0.241968,0.249114,17.527704
2517,5,5,0.000077,0.2,2,0.040074,7,0.313766,0.332144,768.325097
5209,5,5,0.000077,0,0,0.02435,7,0.297222,0.313564,2153.317768
192,5,5,0.000074,0.2,2,0.021057,7,0.293029,0.306266,575.131893
193,3,3,0.000063,0,0,0.021736,7,0.293258,0.309866,1665.210592
6925,36,36,0.000574,0.022222,14,0.040515,7,0.30747,0.322425,56456.07375
1880,4,4,0.000076,0,0,0.006476,7,0.274112,0.284521,309.319618
194,2,2,0.000061,1,1,0.000668,8,0.218324,0.223479,0
2369,6,6,0.000129,0.066667,1,0.00627,7,0.270245,0.280329,10853.31761
497,3,3,0.000076,0.333333,1,0.003543,7,0.252034,0.260624,2445.266975
4528,9,9,0.000161,0,0,0.012027,7,0.289622,0.300783,13110.44435
5389,68,68,0.000968,0.000878,2,0.062457,7,0.307125,0.322769,75648.70477
2064,35,35,0.000478,0.023529,14,0.058558,6,0.319607,0.336681,33669.18129
2700,14,14,0.000192,0.186813,17,0.018113,7,0.289988,0.302643,4061.570414
4390,23,23,0.000316,0.027668,7,0.028735,7,0.306504,0.319889,13165.98132
196,3,3,0.000059,0,0,0.001873,7,0.240012,0.246746,93.318469
5772,14,14,0.000241,0.065934,6,0.019772,7,0.291889,0.305529,21101.86637
3169,8,8,0.000113,0.071429,2,0.014005,7,0.286524,0.297582,2722.979305
2778,18,18,0.000244,0.130719,20,0.020003,7,0.28852,0.30079,5826.480422
4133,18,18,0.000226,0.058824,9,0.018823,7,0.290591,0.303341,7963.284557
3110,26,26,0.000279,0.092308,30,0.053532,6,0.308508,0.324196,8018.37507
3578,1,1,0.000034,0,0,0.000763,8,0.224799,0.230564,0
6186,10,10,0.000173,0.088889,4,0.012125,7,0.275842,0.287303,11159.88457
1526,1,1,0.000034,0,0,0.000763,8,0.224799,0.230564,0
2287,2,2,0.000049,0,0,0.001091,8,0.230009,0.235898,49.977561
5380,3,3,0.000056,0.333333,1,0.025721,7,0.30057,0.316698,1353.267189
1891,6,6,0.000092,0.266667,4,0.011252,7,0.272519,0.284147,662.582207
4256,21,21,0.00024,0.161905,34,0.098664,6,0.342104,0.363885,12170.44936
3620,4,4,0.000075,0.166667,1,0.006489,7,0.268523,0.278426,1831.947072
5397,13,13,0.000165,0.166667,13,0.027485,7,0.297905,0.311508,3509.828681
630,2,2,0.000045,0,0,0.001638,7,0.243765,0.251179,24.983157
4122,11,11,0.000158,0.036364,2,0.032386,7,0.306953,0.324584,8847.196375
1783,4,4,0.000074,0,0,0.02185,7,0.291733,0.30853,5352.353492
963,24,24,0.000316,0.014493,4,0.022769,7,0.297831,0.310728,17677.77341
5858,3,3,0.000059,0,0,0.001822,8,0.240239,0.246934,86.602545
1399,34,34,0.000376,0.076649,43,0.071974,6,0.322705,0.337804,17333.90764
200,19,19,0.000229,0.093567,16,0.059936,6,0.317712,0.336374,13973.85647
2143,16,16,0.000199,0.158333,19,0.078446,7,0.333177,0.354137,11725.13836
3939,10,10,0.000124,0.155556,7,0.029432,7,0.302137,0.315987,1270.700138
6355,4,4,0.000071,0.5,3,0.003333,7,0.255413,0.264239,68.556211
1721,26,26,0.000317,0.058462,19,0.047148,7,0.313669,0.329744,12914.82275
4930,14,14,0.000196,0.076923,7,0.019296,7,0.291375,0.303794,16274.35228
5759,26,26,0.000289,0.101538,33,0.070432,6,0.327827,0.344765,22474.47562
3638,15,15,0.000174,0.238095,25,0.032873,7,0.29798,0.311448,5319.202671
359,2,2,0.000043,0,0,0.003197,7,0.263284,0.272626,7.382667
201,35,35,0.000379,0.132773,79,0.052014,7,0.311108,0.32704,16864.32561
2098,19,19,0.000216,0.146199,25,0.034734,7,0.301958,0.316689,6145.542648
5516,9,9,0.000115,0.194444,7,0.012641,7,0.277626,0.289107,1291.927288
5866,30,30,0.00034,0.149425,65,0.057962,7,0.31757,0.334235,24461.36548
330,31,31,0.000327,0.221505,103,0.05315,7,0.308442,0.324272,8418.597515
2755,8,8,0.000097,0.535714,15,0.017542,7,0.277995,0.290024,220.611235
1785,3,3,0.00005,0,0,0.004883,8,0.266934,0.276088,27.114537
2728,10,10,0.000153,0.111111,5,0.039167,6,0.310282,0.328849,21894.61173
5629,6,6,0.000087,0.066667,1,0.006065,7,0.26308,0.272506,685.008807
5746,24,24,0.000251,0.253623,70,0.041243,7,0.298342,0.312847,4552.113965
5671,11,11,0.000135,0.036364,2,0.016412,7,0.284159,0.296658,2751.067935
4743,10,10,0.00012,0.155556,7,0.019977,7,0.292836,0.305278,814.152184
675,100,100,0.001024,0.080202,397,0.15032,7,0.333115,0.354111,85669.62353
3262,12,12,0.000148,0.106061,7,0.017091,6,0.287786,0.29968,1893.324017
4187,17,17,0.000204,0.058824,8,0.03197,7,0.30076,0.314553,10255.98241
3595,26,26,0.000294,0.144615,47,0.043117,7,0.307205,0.321573,14448.99092
2482,10,10,0.000139,0.022222,1,0.008989,7,0.273324,0.284252,3699.663399
6135,22,22,0.000252,0.077922,18,0.045593,7,0.313932,0.330118,16424.13657
2168,52,52,0.000556,0.085219,113,0.10017,6,0.329617,0.347556,35648.71911
202,6,6,0.000109,0,0,0.004322,7,0.255431,0.26516,1375.143191
6273,3,3,0.000065,0,0,0.002375,7,0.241771,0.248791,347.447218
230,4,4,0.000085,0,0,0.002019,7,0.240978,0.247875,1264.379323
422,5,5,0.000082,0.3,3,0.039166,7,0.314458,0.332853,2388.535871
203,1,1,0.000034,0,0,0.000539,8,0.221026,0.226101,0
4334,12,12,0.000178,0.166667,11,0.013707,7,0.283729,0.2949,9033.032637
4697,4,4,0.000074,0.166667,1,0.004727,7,0.254801,0.263104,1687.890851
1851,2,2,0.000058,0,0,0.001781,7,0.232965,0.239235,496.73745
3795,2,2,0.000071,0,0,0.000596,8,0.206683,0.211576,58.719692
5552,11,11,0.000176,0.090909,5,0.006852,7,0.273702,0.283991,2019.012342
5429,8,8,0.000115,0.178571,5,0.009053,7,0.272238,0.282797,1135.917855
4146,9,9,0.000146,0.194444,7,0.045988,7,0.312692,0.332429,13839.67815
207,5,5,0.000094,0.1,1,0.006835,7,0.273009,0.283366,7572.560423
1808,25,25,0.00033,0.036667,11,0.032064,7,0.305925,0.320794,28588.99501
6893,1,1,0.000037,0,0,0.000372,8,0.214466,0.219344,0
5228,57,57,0.00071,0.039474,63,0.109515,6,0.33324,0.353083,74000.66561
5786,16,16,0.000195,0.033333,4,0.027825,7,0.302844,0.315421,3727.470123
7043,41,41,0.000502,0.02439,20,0.063752,6,0.314736,0.329357,27968.45358
3763,73,73,0.000903,0.05137,135,0.095234,7,0.321134,0.338726,78044.58672
3136,9,9,0.000149,0,0,0.010485,7,0.284897,0.295216,4331.832074
6870,20,20,0.000224,0.110526,21,0.0409,7,0.309339,0.32413,6267.279663
396,29,29,0.000351,0.071429,29,0.043634,6,0.308415,0.322117,14609.21362
1072,7,7,0.000097,0.142857,3,0.034307,7,0.309554,0.326624,1605.990979
4577,5,5,0.000077,0.5,5,0.008935,7,0.276034,0.287353,114.229792
209,2,2,0.000042,0,0,0.002238,7,0.249039,0.256582,71.253949
1899,14,14,0.00018,0.120879,11,0.014342,7,0.284602,0.296528,3731.355729
5296,24,24,0.000328,0.047101,13,0.026175,6,0.296504,0.309553,16016.13007
1717,38,38,0.000448,0.062589,44,0.060367,7,0.321525,0.338022,33695.50327
5433,11,11,0.000123,0.418182,23,0.030623,7,0.292836,0.306008,479.435793
3839,25,25,0.000287,0.086667,26,0.028059,7,0.295349,0.30982,9735.768751
2665,23,23,0.000275,0.071146,18,0.042328,7,0.311067,0.326291,16340.34762
6838,28,28,0.000351,0.047619,18,0.029668,7,0.297681,0.31221,22196.68557
3616,19,19,0.000221,0.134503,23,0.087201,7,0.337294,0.358177,16028.47008
1890,11,11,0.000128,0.181818,10,0.027118,7,0.296974,0.309918,1214.384873
304,16,16,0.000176,0.3,36,0.04609,7,0.304904,0.319886,2855.982465
5748,15,15,0.000176,0.171429,18,0.059393,7,0.322895,0.340551,3975.769109
2523,25,25,0.000263,0.156667,47,0.063416,7,0.316456,0.334048,9492.319357
1985,17,17,0.000206,0.161765,22,0.04512,7,0.30954,0.325697,7880.016197
3096,25,25,0.00029,0.073333,22,0.041419,6,0.308816,0.324182,17581.94809
3305,10,10,0.000145,0.088889,4,0.04241,6,0.320138,0.338143,17957.70725
3077,7,7,0.000097,0.047619,1,0.016017,6,0.289258,0.301899,1896.061225
2963,41,41,0.000454,0.119512,98,0.070003,7,0.315168,0.331508,22840.88085
5059,8,8,0.000099,0.214286,6,0.024008,7,0.293379,0.30612,510.034338
2274,8,8,0.000109,0.107143,3,0.040362,7,0.317768,0.335365,3604.741848
2886,10,10,0.00014,0.088889,4,0.035538,7,0.307669,0.323014,4566.152937
4439,74,74,0.000779,0.068863,186,0.147122,6,0.341007,0.361998,69031.25018
2247,26,26,0.000273,0.169231,55,0.08019,7,0.320441,0.336862,8602.126224
212,6,6,0.000093,0.4,6,0.037377,7,0.302766,0.319767,390.057354
6807,3,3,0.000058,0.666667,2,0.025412,7,0.294057,0.311047,25.657155
213,4,4,0.000066,0,0,0.003447,7,0.255239,0.263923,578.292286
2101,17,17,0.000226,0.191176,26,0.016937,6,0.271947,0.284101,7328.867322
5434,8,8,0.00013,0.035714,1,0.026346,7,0.301626,0.318096,15741.48791
6935,2,2,0.000048,0,0,0.002196,7,0.253252,0.261959,58.818774
1011,10,10,0.000165,0,0,0.024238,7,0.297048,0.314153,12456.44496
5754,6,6,0.000087,0.133333,2,0.024533,7,0.29321,0.308074,1668.097208
817,13,13,0.000163,0.025641,2,0.027387,7,0.300912,0.315163,4298.247331
5684,34,34,0.000373,0.130125,73,0.111096,6,0.34194,0.363527,35611.35057
366,11,11,0.000138,0.145455,8,0.012866,7,0.267475,0.278319,1052.689451
5912,23,23,0.000322,0.035573,9,0.069381,6,0.33078,0.351764,40064.74772
6604,4,4,0.000065,0,0,0.032686,6,0.308482,0.326772,1873.251961
5360,8,8,0.000121,0.142857,4,0.009481,7,0.277908,0.288532,5627.813102
6053,9,9,0.000152,0.027778,1,0.007034,7,0.26568,0.275882,15570.35975
2354,27,27,0.000293,0.125356,44,0.056425,6,0.313242,0.328725,12170.67046
1637,10,10,0.000131,0.133333,6,0.013976,7,0.268868,0.280085,2544.776949
3145,14,14,0.000178,0.087912,8,0.032753,7,0.300912,0.316059,11763.10985
5565,4,4,0.000086,0.166667,1,0.003151,7,0.25088,0.259406,839.16954
5774,2,2,0.000041,1,1,0.00303,7,0.245774,0.252958,0
4572,13,13,0.000183,0.115385,9,0.014275,7,0.287171,0.298777,6457.252129
233,12,12,0.000159,0.121212,8,0.06523,7,0.329953,0.350357,16051.27121
5874,7,7,0.000093,0.095238,2,0.011947,7,0.284772,0.296006,658.435672
214,37,37,0.000419,0.084084,56,0.039615,7,0.303295,0.318109,17433.83203
4668,10,10,0.000136,0.111111,5,0.007256,8,0.264791,0.275322,1679.66133
3302,31,31,0.000353,0.04086,19,0.051743,7,0.311394,0.327583,25161.29113
3205,4,4,0.000066,0.166667,1,0.003352,8,0.244711,0.25247,204.777388
5459,5,5,0.000086,0.1,1,0.01598,7,0.2807,0.293299,3426.421366
1351,21,21,0.000225,0.185714,39,0.035688,7,0.302612,0.316617,4352.641362
879,25,25,0.000274,0.213333,64,0.039573,7,0.301626,0.314956,4801.338669
5350,15,15,0.000196,0.028571,3,0.034727,6,0.312363,0.327572,14881.75571
5466,31,31,0.000372,0.045161,21,0.050707,6,0.320225,0.338756,34635.32679
1858,16,16,0.000194,0.15,18,0.018023,7,0.288193,0.300325,8109.287076
4070,17,17,0.000212,0.198529,27,0.017341,7,0.281109,0.293466,10241.62165
3087,11,11,0.000139,0.218182,12,0.011291,7,0.27657,0.287881,1892.719112
5511,64,64,0.000695,0.068452,138,0.072586,7,0.316639,0.334301,48767.42321
5362,26,26,0.000303,0.132308,43,0.024165,7,0.293343,0.306341,9062.342405
5132,35,35,0.000382,0.085714,51,0.050168,7,0.310512,0.326125,18900.73586
2014,44,44,0.000502,0.08351,79,0.058325,7,0.321424,0.338645,45174.48402
3181,26,26,0.000284,0.123077,40,0.037393,6,0.310133,0.324491,13014.20889
2474,16,16,0.000179,0.266667,32,0.038301,6,0.306149,0.32164,4682.064078
3967,18,18,0.000213,0.156863,24,0.022027,7,0.289646,0.302306,4394.715725
4088,2,2,0.000042,0,0,0.009192,7,0.27565,0.287097,113.39799
2690,12,12,0.000186,0.045455,3,0.031714,7,0.306425,0.322436,30561.34609
4212,9,9,0.000143,0,0,0.009084,7,0.268888,0.280468,7863.362464
6615,12,12,0.000162,0.151515,10,0.011721,7,0.282156,0.293895,4050.954002
6533,19,19,0.000217,0.140351,24,0.043632,7,0.30411,0.319453,8719.463938
6389,3,3,0.000065,0,0,0.00182,7,0.243615,0.250619,472.228992
4769,3,3,0.000071,0,0,0.005831,7,0.25545,0.265229,1867.669585
216,4,4,0.000075,0.166667,1,0.002513,7,0.250351,0.258482,283.126059
2060,5,5,0.000081,0.1,1,0.00546,7,0.261334,0.270622,961.575379
3733,4,4,0.000071,0.166667,1,0.003825,7,0.260865,0.269763,477.869036
217,13,13,0.000165,0.115385,9,0.027236,7,0.293718,0.307021,5501.651424
4753,6,6,0.000092,0.133333,2,0.008617,7,0.27686,0.287109,244.120162
665,32,32,0.000376,0.064516,32,0.044756,6,0.308455,0.324398,21685.6929
238,11,11,0.000155,0.181818,10,0.007609,7,0.262576,0.272432,2330.574018
5611,7,7,0.000105,0,0,0.012664,7,0.281743,0.293686,2677.698444
6206,20,20,0.000224,0.194737,37,0.064948,6,0.323746,0.340016,11185.63718
218,3,3,0.000101,0,0,0.000852,8,0.211199,0.215919,7156.890864
394,1,1,0.00005,0,0,0.000254,9,0.174376,0.176989,0
1955,6,6,0.000113,0.066667,1,0.002833,7,0.242934,0.24999,5336.576337
6174,5,5,0.000127,0,0,0.003388,7,0.258593,0.267423,17198.2797
2825,99,99,0.001126,0.061637,299,0.130807,6,0.324276,0.345673,102289.9363
1659,4,4,0.00007,0.333333,2,0.002523,7,0.246046,0.253468,182.902066
841,5,5,0.000091,0.1,1,0.003229,7,0.250545,0.258748,589.468649
2526,20,20,0.000215,0.242105,46,0.043517,6,0.307457,0.321736,3831.421802
397,9,9,0.000122,0.055556,2,0.016624,7,0.285938,0.297604,1109.9625
3173,61,61,0.000666,0.075956,139,0.097095,6,0.324468,0.342091,61732.76223
3819,31,31,0.000344,0.12043,56,0.098508,6,0.331998,0.351137,22242.80369
3403,6,6,0.000091,0.266667,4,0.008067,7,0.272446,0.283037,1056.701538
4328,63,63,0.000629,0.126472,247,0.145315,6,0.334853,0.354257,35642.26597
7117,6,6,0.000091,0.066667,1,0.007528,7,0.263938,0.274068,924.337864
2683,27,27,0.0003,0.145299,51,0.071027,6,0.321163,0.33803,14743.58593
227,3,3,0.000055,0,0,0.004827,7,0.259261,0.268582,174.36532
1149,19,19,0.000235,0.116959,20,0.028407,7,0.287716,0.302838,9039.622616
2744,27,27,0.000304,0.116809,41,0.036284,6,0.292632,0.306363,2714.074355
220,3,3,0.000067,0,0,0.001926,8,0.238398,0.244787,508.187151
5161,6,6,0.000125,0.333333,5,0.002437,8,0.238821,0.247384,557.224725
4044,3,3,0.000065,0,0,0.002026,7,0.244467,0.251446,411.382148
222,2,2,0.000042,0,0,0.002808,7,0.254156,0.262247,11.89365
223,2,2,0.00005,0,0,0.001083,7,0.232828,0.239633,56.200147
549,4,4,0.000079,0,0,0.010491,7,0.270071,0.282404,3020.839407
6196,15,15,0.000218,0.07619,8,0.017865,7,0.287426,0.300789,16499.70067
5929,1,1,0.000031,0,0,0.007788,7,0.272446,0.283158,0
225,1,1,0.000031,0,0,0.003077,7,0.243091,0.251172,0
226,11,11,0.000143,0.254545,14,0.064618,7,0.324158,0.343562,5212.298224
228,2,2,0.000083,0,0,0.020449,7,0.290271,0.306673,14246
4918,2,2,0.000116,0,0,0.000829,8,0.224991,0.232259,7124
229,6,6,0.000097,0.266667,4,0.035312,7,0.302048,0.318797,2357.081223
3007,4,4,0.000088,0,0,0.003003,7,0.246242,0.25428,834.292336
5690,9,9,0.000123,0.083333,3,0.039082,6,0.313559,0.331373,2817.712292
3280,11,11,0.000167,0.072727,4,0.031822,6,0.306096,0.320744,15573.22274
