days,mature,views,partner,id
1856,TRUE,2885,FALSE,2140
1107,TRUE,7370,FALSE,5879
462,TRUE,2545,FALSE,3087
1855,TRUE,1075,FALSE,4320
268,FALSE,305,FALSE,4648
1710,TRUE,6516,FALSE,566
2491,FALSE,760,FALSE,3093
1186,FALSE,1418,FALSE,1927
1374,TRUE,8245,FALSE,4131
753,TRUE,1284,FALSE,5869
1568,FALSE,6394,FALSE,5217
596,TRUE,8290,FALSE,1144
1270,TRUE,64,FALSE,2191
1897,FALSE,453,FALSE,1744
449,TRUE,558,FALSE,1678
1395,TRUE,526969,TRUE,792
1785,FALSE,53441,TRUE,961
2288,FALSE,617,FALSE,645
2104,FALSE,153562,TRUE,3373
408,FALSE,1227,FALSE,4432
1701,TRUE,2334,FALSE,6349
2146,FALSE,702,FALSE,4179
1748,FALSE,2136,FALSE,3985
896,FALSE,5066,FALSE,2734
2248,FALSE,13172,FALSE,3180
701,TRUE,6668,FALSE,2427
1224,FALSE,3536,FALSE,696
768,FALSE,2334,FALSE,5198
826,TRUE,3331,FALSE,813
2354,TRUE,41033,FALSE,3272
1816,TRUE,109021,FALSE,4305
1196,TRUE,419132,TRUE,2904
1420,TRUE,43483,FALSE,319
1171,FALSE,1112,FALSE,6235
2885,TRUE,4574,FALSE,4804
1122,FALSE,6106,FALSE,3013
1748,FALSE,8456,FALSE,3440
1062,FALSE,385384,TRUE,6530
1522,TRUE,5133,FALSE,1529
1408,TRUE,39125,FALSE,2087
400,FALSE,621,FALSE,482
769,TRUE,1135,FALSE,5503
662,FALSE,6009,FALSE,1279
901,TRUE,951,FALSE,3536
3190,TRUE,901,FALSE,6617
1475,FALSE,986,FALSE,1823
1813,FALSE,110842,FALSE,6272
1079,FALSE,703,FALSE,5031
1390,FALSE,1067,FALSE,5272
643,FALSE,1691,FALSE,3099
217,FALSE,25554,FALSE,6230
1762,TRUE,2736,FALSE,3450
818,FALSE,1507,FALSE,6875
553,TRUE,842,FALSE,3803
2317,FALSE,22590,FALSE,5370
1772,TRUE,19342,FALSE,4041
564,FALSE,1317,FALSE,1848
2250,FALSE,2010,FALSE,2854
980,FALSE,5272,FALSE,2380
1685,TRUE,8479,FALSE,3098
1050,FALSE,3094,FALSE,4638
835,FALSE,1440,FALSE,1410
2345,TRUE,4569,FALSE,5680
2036,TRUE,4637,FALSE,4065
1794,FALSE,912,FALSE,212
2146,FALSE,2006,FALSE,1834
2107,FALSE,1713,FALSE,6540
2212,FALSE,1154,FALSE,1459
1161,FALSE,13904,FALSE,5532
2666,FALSE,115499,FALSE,12
593,TRUE,7224,FALSE,3475
2282,TRUE,1822,FALSE,5845
2074,TRUE,79,FALSE,1711
2765,TRUE,14482,FALSE,749
1774,FALSE,12718,FALSE,3222
328,TRUE,703,FALSE,4287
1268,TRUE,2631,FALSE,2181
704,TRUE,5838,FALSE,3809
2323,TRUE,1449,FALSE,1332
2992,FALSE,28257,FALSE,2802
2338,FALSE,31417100,TRUE,2201
1597,FALSE,1163,FALSE,3364
2275,TRUE,14961,FALSE,1430
2256,TRUE,879,FALSE,1362
2546,FALSE,2483,FALSE,6976
894,TRUE,1964,FALSE,3937
1171,FALSE,877,FALSE,6662
1866,TRUE,5927,FALSE,5417
2141,TRUE,1038012,TRUE,4700
1404,FALSE,6387,FALSE,5483
2856,FALSE,11398,FALSE,162
1315,FALSE,2345,FALSE,5461
2583,TRUE,11078,FALSE,135
2687,TRUE,5299,FALSE,468
542,TRUE,59820,FALSE,167
1045,TRUE,2393,FALSE,2461
1181,FALSE,3534,FALSE,4238
940,TRUE,22264,FALSE,2954
1185,FALSE,4154,FALSE,5434
2231,TRUE,1358904,TRUE,1059
1715,TRUE,7734,FALSE,1623
1543,TRUE,22194,FALSE,3403
3260,FALSE,65161,FALSE,15
1984,TRUE,283939,TRUE,5145
977,TRUE,4785,FALSE,1031
2706,TRUE,3676,FALSE,5685
965,TRUE,4109,FALSE,4666
981,TRUE,27417,FALSE,2215
1067,FALSE,1391,FALSE,6085
3647,TRUE,1988194,TRUE,949
1781,TRUE,7199,FALSE,6882
1972,FALSE,32583,FALSE,1686
1640,FALSE,1550,FALSE,1954
766,TRUE,458,FALSE,4574
1224,TRUE,2153,FALSE,5270
3107,FALSE,209,FALSE,3121
1214,TRUE,9502,FALSE,5697
849,TRUE,45299,FALSE,4621
1740,FALSE,2027,FALSE,6579
272,TRUE,869,FALSE,3590
2511,TRUE,260700,TRUE,5913
1166,FALSE,141,FALSE,970
1505,FALSE,136,FALSE,3677
1630,FALSE,1449,FALSE,5843
1407,FALSE,14363,FALSE,4942
1861,FALSE,563,FALSE,1521
983,TRUE,2084,FALSE,6049
1131,TRUE,21932,FALSE,3765
275,TRUE,5877,FALSE,4661
2148,FALSE,2818,FALSE,2617
2202,TRUE,41063,FALSE,1647
1494,TRUE,861,FALSE,419
3074,TRUE,2263714,TRUE,2858
1764,FALSE,804,FALSE,3711
1754,FALSE,45216,FALSE,1704
1835,FALSE,7368,FALSE,2139
712,FALSE,6232,FALSE,3577
2634,TRUE,36967,FALSE,130
2566,TRUE,22029,FALSE,1684
548,FALSE,1011,FALSE,2238
1318,TRUE,5701,FALSE,2974
1441,TRUE,3143,FALSE,4785
1546,TRUE,15546,FALSE,5981
1728,FALSE,823,FALSE,1134
552,FALSE,1044,FALSE,5922
914,FALSE,5720,FALSE,1302
680,TRUE,29096,FALSE,5769
2394,FALSE,1243,FALSE,3053
2039,FALSE,2121,FALSE,4095
720,TRUE,17677,FALSE,1912
1703,FALSE,74201622,TRUE,3706
1702,FALSE,70488,FALSE,2634
2079,FALSE,5307,FALSE,3451
873,TRUE,16223,FALSE,5143
1648,FALSE,7416,FALSE,3929
1604,TRUE,1561,FALSE,4345
760,FALSE,970,FALSE,4484
1866,FALSE,772,FALSE,2072
2045,FALSE,8262,FALSE,3997
2222,TRUE,1723,FALSE,2109
1627,FALSE,4372,FALSE,1032
1516,FALSE,94515,TRUE,1443
749,TRUE,9991,FALSE,116
1534,FALSE,10432,FALSE,2480
1970,FALSE,43114,FALSE,2643
897,TRUE,23865,FALSE,4994
2267,FALSE,5492,FALSE,6517
465,TRUE,50504,FALSE,3160
505,TRUE,13529,FALSE,1820
1146,FALSE,904,FALSE,5643
204,FALSE,1572,FALSE,7006
1291,TRUE,18836,FALSE,4236
1833,FALSE,13473,FALSE,4404
1212,FALSE,2315,FALSE,4822
1433,FALSE,402,FALSE,6139
1531,TRUE,13772,FALSE,4114
584,FALSE,7452,FALSE,6818
523,TRUE,1424,FALSE,5588
1220,TRUE,5170,FALSE,4776
2131,TRUE,113714,FALSE,3540
1348,TRUE,1261175,TRUE,1484
1733,TRUE,9871,FALSE,910
2335,TRUE,10202,FALSE,4045
1028,FALSE,997,FALSE,2782
1627,TRUE,268,FALSE,6081
1182,FALSE,475,FALSE,1840
557,FALSE,11623,FALSE,4128
300,FALSE,2010,FALSE,2966
1587,TRUE,51245,FALSE,6741
2774,TRUE,7378,FALSE,2580
1418,TRUE,11090,FALSE,5070
1522,TRUE,5404,FALSE,1985
1493,TRUE,2360,FALSE,6355
1820,TRUE,746,FALSE,6464
401,TRUE,3603,FALSE,1989
246,TRUE,466,FALSE,4145
645,FALSE,1335,FALSE,4562
676,FALSE,7890,FALSE,2649
556,TRUE,27902,FALSE,6623
281,FALSE,4870,FALSE,6599
965,FALSE,8580,FALSE,1455
1628,FALSE,41532,FALSE,3941
2030,TRUE,2767113,FALSE,333
1141,TRUE,37564,FALSE,1351
371,TRUE,5197,FALSE,4613
2337,TRUE,1021,FALSE,6456
1105,FALSE,396,FALSE,3344
1812,TRUE,5561,FALSE,2007
356,TRUE,2454,FALSE,1587
900,FALSE,3116,FALSE,5985
1121,TRUE,4444,FALSE,2370
3534,FALSE,197923,FALSE,5211
455,TRUE,22051,FALSE,7063
1494,FALSE,2161,FALSE,6690
1923,TRUE,992,FALSE,4539
1292,TRUE,35760,FALSE,14
183,TRUE,5065,FALSE,968
634,FALSE,21878,FALSE,1316
912,FALSE,2585,FALSE,2040
2136,TRUE,211212,FALSE,6045
1658,FALSE,11122,FALSE,1559
203,TRUE,1535,FALSE,3873
1402,TRUE,665,FALSE,1432
1585,FALSE,47440,FALSE,7000
1953,TRUE,66005,FALSE,339
1300,TRUE,75417,FALSE,5104
2022,FALSE,57300,FALSE,5946
1209,FALSE,1985,FALSE,5846
1752,FALSE,833750,TRUE,466
2084,TRUE,2138,FALSE,5525
1950,TRUE,7274,FALSE,4363
1594,TRUE,4457,FALSE,1881
1771,TRUE,9307,FALSE,729
3092,FALSE,2920,FALSE,4281
1584,TRUE,907,FALSE,4171
710,FALSE,9073,FALSE,494
1418,TRUE,9312,FALSE,5718
2183,FALSE,1783705,TRUE,2794
1507,TRUE,140,FALSE,3008
2392,TRUE,3681,FALSE,1008
2632,TRUE,4174,FALSE,5137
439,FALSE,382,FALSE,87
2159,TRUE,473535,TRUE,3119
1938,FALSE,29512,FALSE,3391
1498,TRUE,421698,TRUE,1402
1125,FALSE,9516,FALSE,4175
2609,TRUE,67542,FALSE,1055
1934,TRUE,3956,FALSE,3761
1073,TRUE,11291,FALSE,615
1817,FALSE,3347,FALSE,797
1429,TRUE,10894,FALSE,1666
1634,FALSE,899,FALSE,4033
906,TRUE,5879,FALSE,4542
2419,FALSE,267,FALSE,4467
1566,FALSE,988,FALSE,272
3550,TRUE,80364,FALSE,4681
1834,FALSE,6613988,TRUE,2466
500,TRUE,4376,FALSE,1855
1017,FALSE,5353,FALSE,886
1348,FALSE,2400,FALSE,1702
2633,FALSE,2802,FALSE,6996
1243,FALSE,14639,FALSE,4717
2421,TRUE,9892,FALSE,2371
1411,TRUE,3191,FALSE,6302
1791,TRUE,24025,FALSE,3175
234,TRUE,676,FALSE,2395
1750,FALSE,14121,FALSE,2054
1874,FALSE,1274,FALSE,6495
2889,TRUE,99185,FALSE,5057
3973,FALSE,875,FALSE,6342
1919,FALSE,543,FALSE,4997
1056,FALSE,793,FALSE,2246
1966,TRUE,159873,FALSE,5860
432,FALSE,2622,FALSE,1024
1937,TRUE,5620,FALSE,5502
2325,FALSE,38360,FALSE,5759
1431,TRUE,988,FALSE,1837
1633,TRUE,2931,FALSE,5378
2222,FALSE,578723,FALSE,587
3236,FALSE,364,FALSE,1952
1191,FALSE,29298,FALSE,2501
2050,TRUE,1236,FALSE,3600
1456,TRUE,17136,FALSE,4848
2011,TRUE,10962,FALSE,4873
1953,TRUE,13996,FALSE,6839
1648,TRUE,8664,FALSE,2230
1627,TRUE,38331,FALSE,6210
1093,FALSE,2502,FALSE,4584
1379,FALSE,9395,FALSE,6275
1731,TRUE,165414,FALSE,5079
2617,TRUE,6784,FALSE,1308
1689,FALSE,4828,FALSE,3922
792,FALSE,8177,FALSE,6656
1871,FALSE,1966,FALSE,1489
2098,FALSE,1246,FALSE,379
1650,TRUE,7703,FALSE,2758
2764,FALSE,2157,FALSE,164
3289,TRUE,604,FALSE,1450
1766,FALSE,3658,FALSE,5093
3068,TRUE,1081,FALSE,4716
1782,TRUE,2353,FALSE,613
620,TRUE,244,FALSE,477
860,FALSE,209,FALSE,4882
1977,TRUE,18764,FALSE,1334
1493,FALSE,5395,FALSE,6162
260,FALSE,3454,FALSE,6835
999,FALSE,1864,FALSE,4968
2286,FALSE,19528,FALSE,952
1110,FALSE,479,FALSE,6607
2244,TRUE,19700,FALSE,125
891,TRUE,5180,FALSE,6395
2352,TRUE,858,FALSE,6880
620,TRUE,837,FALSE,4243
1809,TRUE,717,FALSE,6098
2223,TRUE,1973,FALSE,1274
1867,FALSE,7864,FALSE,5374
1040,TRUE,1541,FALSE,993
1676,TRUE,543,FALSE,4866
763,TRUE,7256,FALSE,5019
575,FALSE,195,FALSE,7073
1647,TRUE,304,FALSE,7028
1326,TRUE,407,FALSE,5617
1676,TRUE,2280,FALSE,4824
1988,TRUE,3776,FALSE,1474
1542,FALSE,21484,FALSE,5016
1060,TRUE,17628,FALSE,4419
3249,TRUE,8072,FALSE,892
699,FALSE,2700,FALSE,3849
992,TRUE,6238,FALSE,5707
2284,TRUE,5502,FALSE,2801
2390,FALSE,971,FALSE,3537
990,FALSE,1372,FALSE,2969
1618,FALSE,11268,FALSE,2336
1968,FALSE,1529,FALSE,1887
2456,FALSE,3469,FALSE,5696
993,TRUE,8316,FALSE,3703
558,TRUE,9701,FALSE,1331
1389,FALSE,20874,FALSE,4410
2064,FALSE,21,FALSE,2124
1287,FALSE,1521,FALSE,6191
252,FALSE,6914,FALSE,5657
1686,FALSE,27,FALSE,1770
1961,FALSE,13487,FALSE,2160
1333,FALSE,812,FALSE,2285
651,FALSE,3894,FALSE,5706
1701,FALSE,45087,FALSE,5321
2611,TRUE,46,FALSE,6608
1914,FALSE,47107,FALSE,2582
2448,FALSE,13468,FALSE,6063
1440,FALSE,6165,FALSE,4453
535,TRUE,1738,FALSE,847
1488,TRUE,31067,FALSE,409
1346,TRUE,40911,FALSE,408
1736,TRUE,11220,FALSE,6941
875,TRUE,4225,FALSE,6886
1613,TRUE,15227,FALSE,2002
1693,TRUE,3181,FALSE,748
1659,TRUE,22281,FALSE,713
1800,TRUE,7248,FALSE,5978
1057,TRUE,37349,FALSE,5554
1091,TRUE,1024,FALSE,3370
1083,FALSE,2320,FALSE,4556
1947,TRUE,4156,FALSE,872
1859,FALSE,1258,FALSE,246
2441,FALSE,25246,FALSE,7056
1053,TRUE,942,FALSE,1293
2364,TRUE,9840,FALSE,6166
1598,TRUE,6347,FALSE,6294
1438,TRUE,4644,FALSE,2177
970,TRUE,3279,FALSE,171
1969,FALSE,1683,FALSE,1291
1173,FALSE,357,FALSE,6361
1316,TRUE,1609,FALSE,2386
1318,TRUE,7065,FALSE,515
190,FALSE,950,FALSE,6372
237,FALSE,914,FALSE,6198
647,TRUE,4098,FALSE,2286
1872,FALSE,25512,FALSE,5259
1088,TRUE,6227,FALSE,4382
2388,TRUE,29089,FALSE,5917
1457,TRUE,3673,FALSE,767
1128,FALSE,1129,FALSE,2877
933,FALSE,74441,FALSE,5810
1329,TRUE,81538,FALSE,1699
934,FALSE,5103,FALSE,5482
542,TRUE,2327,FALSE,3571
747,FALSE,273,FALSE,337
1648,TRUE,3761,FALSE,6401
1382,FALSE,564,FALSE,4373
2833,TRUE,1904,FALSE,6514
353,TRUE,1277,FALSE,5176
1719,FALSE,995,FALSE,5908
596,TRUE,2606,FALSE,5324
388,TRUE,2261,FALSE,54
2292,FALSE,130094,FALSE,2525
2042,TRUE,168844,FALSE,689
2777,TRUE,22892,FALSE,2162
699,TRUE,10839,FALSE,2697
1727,FALSE,2443,FALSE,4077
495,TRUE,7642,FALSE,5811
3107,TRUE,2579,FALSE,1452
2015,TRUE,1907,FALSE,5332
1235,FALSE,44521,FALSE,5725
1711,TRUE,1675,FALSE,5135
1927,FALSE,2452,FALSE,4896
2450,FALSE,607,FALSE,3116
2404,FALSE,9781,FALSE,5281
2726,FALSE,7179,FALSE,4514
566,FALSE,688,FALSE,3972
577,FALSE,1973,FALSE,2584
1992,TRUE,898,FALSE,1052
929,TRUE,9377,FALSE,6868
501,TRUE,8111,FALSE,1245
1662,TRUE,13647,FALSE,1322
2133,FALSE,1208,FALSE,1756
1305,FALSE,284,FALSE,6574
1893,FALSE,2970,FALSE,4043
1628,FALSE,494,FALSE,2511
1825,FALSE,5835,FALSE,5169
1566,FALSE,78,FALSE,5596
1127,TRUE,94553,FALSE,3805
3714,TRUE,6210,FALSE,383
1464,FALSE,3609,TRUE,4270
1629,TRUE,23435,FALSE,5356
1335,FALSE,3261,FALSE,6633
1593,TRUE,2154,FALSE,2601
1462,TRUE,7456,FALSE,2873
513,FALSE,2147,FALSE,5872
2042,FALSE,7418,FALSE,2206
1131,TRUE,700269,TRUE,4213
603,TRUE,15941,FALSE,6679
1857,TRUE,363,FALSE,2754
2315,TRUE,8786,FALSE,5187
1412,FALSE,3770,FALSE,4257
438,TRUE,123,FALSE,3355
1713,FALSE,387,FALSE,5943
1214,FALSE,8954,FALSE,3748
2458,TRUE,2471,FALSE,831
1402,TRUE,1011,FALSE,754
1879,TRUE,7181,FALSE,6483
2087,FALSE,1598,FALSE,6501
660,FALSE,2756,FALSE,2348
1006,FALSE,5519,FALSE,2239
2150,TRUE,15659,FALSE,3526
1383,FALSE,9823,FALSE,4360
2524,FALSE,4580,FALSE,3533
473,TRUE,6103,FALSE,6345
445,FALSE,455,FALSE,2651
2207,FALSE,911,FALSE,6371
3541,TRUE,602259,FALSE,5166
931,FALSE,9291,FALSE,2263
1997,FALSE,994,FALSE,3558
1218,TRUE,747,FALSE,5608
277,FALSE,10187,FALSE,5424
1488,TRUE,1457,FALSE,3594
2058,TRUE,9143,FALSE,4166
1853,FALSE,4141,FALSE,6771
355,TRUE,5319,FALSE,4796
1790,TRUE,8948,FALSE,3458
1857,TRUE,7332,FALSE,1233
2243,TRUE,30463,TRUE,6397
1613,FALSE,4667,FALSE,2360
1759,FALSE,2997,FALSE,4127
1451,FALSE,5264,FALSE,2637
1579,FALSE,98409,FALSE,2055
2364,FALSE,41828,FALSE,6811
180,TRUE,9647,FALSE,4960
1152,TRUE,36781,FALSE,752
1654,FALSE,684,FALSE,4596
2169,FALSE,21630,FALSE,5647
2109,FALSE,1132,FALSE,2920
1072,TRUE,4515,FALSE,5899
2410,FALSE,13921,FALSE,3597
1608,FALSE,5388,FALSE,6366
1559,TRUE,79541,FALSE,6405
843,TRUE,2327,FALSE,6344
968,FALSE,4761,FALSE,3205
2502,TRUE,4150,FALSE,4427
2298,FALSE,58736,FALSE,6780
1116,FALSE,1118,FALSE,1261
2074,FALSE,10869,FALSE,4741
1218,TRUE,11850,TRUE,5564
1436,TRUE,5705,FALSE,1358
1279,TRUE,4434,FALSE,912
533,FALSE,10,FALSE,2572
1778,TRUE,1313,FALSE,3729
1852,TRUE,16485,FALSE,918
2078,TRUE,18478,FALSE,2243
2223,TRUE,1945,FALSE,1541
1294,FALSE,44424,FALSE,5446
1732,TRUE,2822,FALSE,3288
635,FALSE,1949,FALSE,3030
2007,FALSE,2183,FALSE,922
2369,FALSE,136360,TRUE,3790
1380,FALSE,28813,FALSE,3017
1366,TRUE,99271,FALSE,6403
355,TRUE,13924,FALSE,1953
1923,TRUE,2114,FALSE,3122
364,FALSE,2365,FALSE,2866
1608,TRUE,3535,FALSE,4061
518,TRUE,47949,FALSE,42
2498,TRUE,25206,FALSE,5683
813,TRUE,128520,FALSE,6838
1553,TRUE,1799,FALSE,2240
1695,FALSE,23310,FALSE,6458
783,FALSE,4790,FALSE,1487
1663,TRUE,420,FALSE,5231
193,FALSE,7865,FALSE,1889
2192,FALSE,10484,FALSE,965
874,FALSE,179,FALSE,5684
552,TRUE,12127,FALSE,6111
2149,FALSE,6294,FALSE,5307
948,TRUE,24608,FALSE,3821
2087,TRUE,5862,FALSE,2658
2514,TRUE,3594,FALSE,6786
1421,TRUE,2217,FALSE,335
1999,TRUE,3883,FALSE,2438
1413,TRUE,7501,FALSE,1688
2083,TRUE,4197,FALSE,5335
901,FALSE,2673,FALSE,4123
470,FALSE,3776,FALSE,3580
1771,TRUE,20124,FALSE,2195
454,TRUE,2471,FALSE,1674
796,FALSE,8508,FALSE,6200
798,TRUE,4721,FALSE,282
1920,TRUE,159230,FALSE,291
1571,FALSE,1238,FALSE,1079
2295,TRUE,274602,TRUE,1739
1670,TRUE,40992,FALSE,4352
1655,FALSE,8611,FALSE,4793
1836,FALSE,1001,FALSE,4237
2237,TRUE,9451,FALSE,2896
1002,TRUE,4992,FALSE,2172
2662,TRUE,12536,FALSE,4509
3320,TRUE,105616,FALSE,4056
1555,TRUE,57107,FALSE,211
2623,TRUE,680499,TRUE,997
1790,TRUE,2312,FALSE,2205
2148,TRUE,8285,FALSE,6644
2353,TRUE,11358,FALSE,2728
2076,TRUE,22711,FALSE,5641
1803,TRUE,2843,FALSE,2298
469,TRUE,953,FALSE,3578
638,FALSE,11785,FALSE,747
736,FALSE,9135,FALSE,3410
1294,TRUE,3996,FALSE,6215
1832,FALSE,235337,TRUE,1963
2378,TRUE,13504,FALSE,5583
581,FALSE,7054,FALSE,1523
810,TRUE,17376,FALSE,2467
1941,TRUE,16289,FALSE,3089
2172,TRUE,2772,FALSE,3430
731,FALSE,725,FALSE,4184
2272,FALSE,4700,FALSE,3863
2335,TRUE,7956,FALSE,2717
467,TRUE,11016,FALSE,3322
1291,FALSE,36384,FALSE,4901
1904,TRUE,898,FALSE,5820
2345,FALSE,4578,FALSE,4939
1266,TRUE,9472,FALSE,6533
2569,FALSE,6678,FALSE,480
1065,TRUE,1945,FALSE,6437
1950,TRUE,43335,FALSE,7044
278,FALSE,633,FALSE,389
2011,FALSE,1288,FALSE,4495
1010,FALSE,1545,FALSE,3958
2399,TRUE,11451,FALSE,215
1465,FALSE,1510,FALSE,289
3798,TRUE,1411,FALSE,6021
2121,FALSE,1895,FALSE,1435
374,TRUE,797,FALSE,2598
1485,TRUE,11173,FALSE,2089
2232,TRUE,122015,FALSE,596
1938,TRUE,72997,FALSE,6418
2358,FALSE,651829,TRUE,228
1651,FALSE,15814669,TRUE,1924
728,TRUE,5446,FALSE,2763
3007,TRUE,76540,FALSE,4892
1721,FALSE,54909,FALSE,1822
336,FALSE,82653,FALSE,2020
1136,FALSE,757,FALSE,1269
1115,TRUE,620,FALSE,1816
1732,FALSE,4393,FALSE,2715
1077,TRUE,14352,FALSE,1594
1556,TRUE,2767,FALSE,4612
615,TRUE,2359,FALSE,530
1930,TRUE,19432,FALSE,5757
1086,TRUE,66334,FALSE,5333
2093,TRUE,5425,FALSE,3012
2096,TRUE,130745,FALSE,5523
2130,FALSE,18318,FALSE,3912
1404,TRUE,1414855,TRUE,5138
1422,FALSE,1359,FALSE,7076
720,TRUE,6484,FALSE,4886
1046,TRUE,917,FALSE,6524
1792,TRUE,18011,FALSE,2290
2035,FALSE,113428,FALSE,3494
2574,TRUE,9301,FALSE,5076
1353,TRUE,24319,FALSE,6518
1149,TRUE,1086,FALSE,2347
2342,TRUE,9251,FALSE,1393
819,TRUE,90231,FALSE,354
1220,TRUE,2898,FALSE,1525
2560,TRUE,13216,FALSE,7
1631,TRUE,2256,FALSE,3411
2224,FALSE,577,FALSE,4400
1158,TRUE,3961,FALSE,6550
503,TRUE,28202,FALSE,6840
1589,TRUE,86518,FALSE,1401
1674,FALSE,29729,FALSE,5604
831,TRUE,25654,FALSE,5182
2242,TRUE,11583,FALSE,2278
3691,FALSE,33417,FALSE,3107
1582,FALSE,4478,FALSE,6449
2478,TRUE,40478,FALSE,1412
2140,FALSE,4247,FALSE,6902
1873,TRUE,5070,FALSE,6030
1762,TRUE,24751,FALSE,4096
2048,TRUE,13482,FALSE,4511
1350,TRUE,3558,FALSE,3324
2200,TRUE,2126,FALSE,3314
1751,TRUE,41953,FALSE,6914
1233,TRUE,20517,FALSE,647
1269,FALSE,42262,FALSE,3797
1089,FALSE,893,FALSE,4440
949,FALSE,3656,FALSE,6893
2795,FALSE,692602,TRUE,239
1714,TRUE,14722,FALSE,4210
2050,TRUE,9503,FALSE,1637
1936,FALSE,1536,FALSE,3527
534,TRUE,2211,FALSE,3683
1758,TRUE,6885,FALSE,1191
1464,FALSE,59712,FALSE,2957
3740,TRUE,29812,FALSE,1843
1754,TRUE,1460,FALSE,6317
1765,FALSE,877,FALSE,3347
482,FALSE,4439,FALSE,2688
1287,FALSE,4526,FALSE,2780
1199,FALSE,5233,FALSE,3880
911,FALSE,16502,FALSE,1583
286,FALSE,1569,FALSE,680
2380,TRUE,1726,FALSE,4084
1825,FALSE,4347,FALSE,6453
601,FALSE,593,FALSE,2132
746,TRUE,6477,FALSE,1260
2656,FALSE,508,FALSE,1697
2251,TRUE,650,FALSE,6717
2556,TRUE,21834,FALSE,2031
1042,TRUE,35440,FALSE,726
471,FALSE,21442,FALSE,4220
3088,FALSE,9851,FALSE,6383
2491,TRUE,3779395,TRUE,2586
2016,FALSE,305,FALSE,616
1334,TRUE,25797,FALSE,114
1686,TRUE,14501,FALSE,1602
727,TRUE,41177,FALSE,2738
1693,TRUE,4741,FALSE,3908
833,TRUE,2957,FALSE,5212
409,TRUE,2498,FALSE,3459
1299,TRUE,9132,FALSE,4107
2262,TRUE,1626,FALSE,6144
1894,TRUE,519,FALSE,6490
2429,FALSE,4710,FALSE,6769
2117,TRUE,2512,FALSE,3697
961,FALSE,3475,FALSE,856
914,TRUE,40004,FALSE,1655
1910,TRUE,4414,FALSE,483
1814,FALSE,2129,FALSE,3973
1949,TRUE,1861,FALSE,4560
1386,FALSE,6855,FALSE,1600
1982,FALSE,4254,FALSE,1307
2173,TRUE,9157,FALSE,2226
1719,FALSE,2941,FALSE,1677
2166,TRUE,50297,FALSE,4708
1806,TRUE,26309,FALSE,3722
2394,TRUE,18498,FALSE,5243
1709,TRUE,7786,FALSE,3077
1450,FALSE,1302,FALSE,763
1893,TRUE,258,FALSE,2236
863,FALSE,1494,FALSE,4227
332,TRUE,9317,FALSE,4288
1058,FALSE,59166,FALSE,1076
992,FALSE,6303,FALSE,6565
710,FALSE,13022,FALSE,3964
2121,TRUE,11803,FALSE,4186
1767,TRUE,45647,FALSE,4869
2308,TRUE,2145,FALSE,552
2720,FALSE,1435,FALSE,402
879,FALSE,1190,FALSE,2008
631,FALSE,3109,FALSE,5245
916,TRUE,8288,FALSE,2436
2048,FALSE,34350,FALSE,6616
2368,FALSE,286,FALSE,2565
1645,TRUE,313,FALSE,4250
1601,TRUE,40057,FALSE,120
1374,FALSE,4115,FALSE,185
647,TRUE,1268,FALSE,235
729,TRUE,496,FALSE,455
1626,TRUE,17805,FALSE,6702
1573,FALSE,2469,FALSE,2741
1612,TRUE,26152,FALSE,5315
982,TRUE,971,FALSE,2768
253,TRUE,4001,FALSE,5644
1883,TRUE,2923,FALSE,1783
2050,FALSE,2007,FALSE,6130
720,TRUE,3782,FALSE,1138
1882,TRUE,3362,FALSE,1021
1463,FALSE,3294,FALSE,780
1331,TRUE,11416,FALSE,5265
1586,FALSE,11201,FALSE,5251
1942,TRUE,3160,FALSE,4013
2118,TRUE,10010,FALSE,2811
2345,TRUE,15205,FALSE,3163
201,FALSE,5671,FALSE,4272
1332,FALSE,121,FALSE,1205
2063,TRUE,11904,FALSE,5095
1131,TRUE,49736,FALSE,3978
492,FALSE,423,FALSE,2826
2062,TRUE,3981,FALSE,2316
1177,TRUE,1594,FALSE,17
2032,TRUE,8171,FALSE,772
2706,TRUE,15457,FALSE,1558
2276,TRUE,2282,FALSE,3127
3156,FALSE,222,FALSE,4362
1213,TRUE,13307,FALSE,4341
580,TRUE,11120,FALSE,6712
1003,TRUE,12615,FALSE,2332
2226,TRUE,37607,FALSE,2529
1356,TRUE,4899,FALSE,336
2033,TRUE,14440,FALSE,5724
265,TRUE,3682,FALSE,1301
933,FALSE,3471,FALSE,5893
1086,TRUE,8223,FALSE,6174
2074,TRUE,8908,FALSE,4504
399,TRUE,339,FALSE,347
1925,FALSE,437,FALSE,5399
1805,TRUE,17976,FALSE,3275
1397,TRUE,10147,FALSE,6614
3112,FALSE,52448,FALSE,5101
1972,FALSE,8133,FALSE,916
1929,TRUE,4153,FALSE,4932
2350,FALSE,388,FALSE,6089
1876,FALSE,410,FALSE,3271
1981,TRUE,20179,FALSE,2105
2288,TRUE,241076,FALSE,358
1577,TRUE,141309,FALSE,4233
1725,FALSE,4816,FALSE,4255
1367,TRUE,4730,FALSE,6968
941,FALSE,1244,FALSE,737
1288,TRUE,15097,FALSE,5474
961,FALSE,1012,FALSE,2221
1718,TRUE,2409,FALSE,16
1064,FALSE,1597,FALSE,6601
2453,TRUE,3931,FALSE,4788
199,TRUE,647,FALSE,421
260,TRUE,778,FALSE,4102
950,FALSE,225,FALSE,2630
