Source,Target,Type,Id,Label,Weight
166,5859,Undirected,1803,,1
166,2932,Undirected,1804,,1
166,5977,Undirected,1805,,1
166,5500,Undirected,1806,,1
166,650,Undirected,1807,,1
166,5586,Undirected,1808,,1
166,5016,Undirected,1809,,1
166,3743,Undirected,1810,,1
166,2387,Undirected,1811,,1
166,1178,Undirected,1812,,1
166,4193,Undirected,1813,,1
166,3164,Undirected,1814,,1
166,6913,Undirected,1815,,1
166,68,Undirected,1816,,1
166,1534,Undirected,1817,,1
166,2852,Undirected,1818,,1
166,5521,Undirected,1819,,1
166,5525,Undirected,1820,,1
166,2857,Undirected,1821,,1
166,2858,Undirected,1822,,1
166,5999,Undirected,1823,,1
166,5654,Undirected,1824,,1
166,1099,Undirected,1825,,1
166,4448,Undirected,1826,,1
166,1696,Undirected,1827,,1
166,4380,Undirected,1828,,1
166,1967,Undirected,1829,,1
166,2871,Undirected,1830,,1
166,6024,Undirected,1831,,1
166,6463,Undirected,1832,,1
166,6938,Undirected,1833,,1
166,5935,Undirected,1834,,1
166,1972,Undirected,1835,,1
166,1552,Undirected,1836,,1
166,685,Undirected,1837,,1
166,261,Undirected,1838,,1
166,4291,Undirected,1839,,1
166,2883,Undirected,1840,,1
166,3787,Undirected,1841,,1
166,6383,Undirected,1842,,1
166,5608,Undirected,1843,,1
166,5541,Undirected,1844,,1
166,2889,Undirected,1845,,1
166,4660,Undirected,1846,,1
166,2891,Undirected,1847,,1
166,1133,Undirected,1848,,1
166,4558,Undirected,1849,,1
166,2731,Undirected,1850,,1
166,3491,Undirected,1851,,1
166,4689,Undirected,1852,,1
166,5567,Undirected,1853,,1
166,1991,Undirected,1854,,1
166,2438,Undirected,1855,,1
166,1992,Undirected,1856,,1
166,1142,Undirected,1857,,1
166,5570,Undirected,1858,,1
166,1146,Undirected,1859,,1
166,1147,Undirected,1860,,1
166,3807,Undirected,1861,,1
166,3357,Undirected,1862,,1
166,4695,Undirected,1863,,1
166,2446,Undirected,1864,,1
166,2904,Undirected,1865,,1
166,1152,Undirected,1866,,1
166,914,Undirected,1867,,1
166,2003,Undirected,1868,,1
166,299,Undirected,1869,,1
166,1813,Undirected,1870,,1
166,3368,Undirected,1871,,1
166,2009,Undirected,1872,,1
166,4493,Undirected,1873,,1
166,5149,Undirected,1874,,1
166,309,Undirected,1875,,1
166,1595,Undirected,1876,,1
166,1482,Undirected,1877,,1
166,4290,Undirected,1878,,1
166,6991,Undirected,1879,,1
166,4717,Undirected,1880,,1
166,5157,Undirected,1881,,1
166,6068,Undirected,1882,,1
166,6996,Undirected,1883,,1
166,1566,Undirected,1884,,1
166,4265,Undirected,1885,,1
166,5162,Undirected,1886,,1
166,2481,Undirected,1887,,1
166,5165,Undirected,1888,,1
166,1607,Undirected,1889,,1
166,694,Undirected,1890,,1
166,6631,Undirected,1891,,1
166,736,Undirected,1892,,1
166,6540,Undirected,1893,,1
166,335,Undirected,1894,,1
166,6474,Undirected,1895,,1
166,338,Undirected,1896,,1
166,3852,Undirected,1897,,1
166,1621,Undirected,1898,,1
166,1193,Undirected,1899,,1
166,3706,Undirected,1900,,1
166,6553,Undirected,1901,,1
166,5182,Undirected,1902,,1
166,301,Undirected,1903,,1
166,2503,Undirected,1904,,1
166,2504,Undirected,1905,,1
166,5117,Undirected,1906,,1
166,2507,Undirected,1907,,1
166,7036,Undirected,1908,,1
166,1204,Undirected,1909,,1
166,5184,Undirected,1910,,1
166,5192,Undirected,1911,,1
166,1639,Undirected,1912,,1
166,5625,Undirected,1913,,1
166,2054,Undirected,1914,,1
166,2055,Undirected,1915,,1
166,4307,Undirected,1916,,1
166,1224,Undirected,1917,,1
166,3425,Undirected,1918,,1
166,373,Undirected,1919,,1
166,6004,Undirected,1920,,1
166,5125,Undirected,1921,,1
166,2528,Undirected,1922,,1
166,379,Undirected,1923,,1
166,5641,Undirected,1924,,1
166,7055,Undirected,1925,,1
166,3888,Undirected,1926,,1
166,6148,Undirected,1927,,1
166,693,Undirected,1928,,1
166,786,Undirected,1929,,1
166,4064,Undirected,1930,,1
166,1913,Undirected,1931,,1
166,539,Undirected,1932,,1
166,5650,Undirected,1933,,1
166,5225,Undirected,1934,,1
166,4950,Undirected,1935,,1
166,6477,Undirected,1936,,1
166,6144,Undirected,1937,,1
166,1776,Undirected,1938,,1
166,3894,Undirected,1939,,1
166,4329,Undirected,1940,,1
166,5234,Undirected,1941,,1
166,7108,Undirected,1942,,1
166,4781,Undirected,1943,,1
166,4630,Undirected,1944,,1
166,1235,Undirected,1945,,1
166,2548,Undirected,1946,,1
166,5663,Undirected,1947,,1
166,2497,Undirected,1948,,1
166,2997,Undirected,1949,,1
166,1337,Undirected,1950,,1
166,1675,Undirected,1951,,1
166,5775,Undirected,1952,,1
166,3910,Undirected,1953,,1
166,6165,Undirected,1954,,1
166,410,Undirected,1955,,1
166,7090,Undirected,1956,,1
166,4025,Undirected,1957,,1
166,3011,Undirected,1958,,1
166,6168,Undirected,1959,,1
166,1544,Undirected,1960,,1
166,4356,Undirected,1961,,1
166,6937,Undirected,1962,,1
166,6889,Undirected,1963,,1
166,820,Undirected,1964,,1
166,1694,Undirected,1965,,1
166,2119,Undirected,1966,,1
166,3930,Undirected,1967,,1
166,2990,Undirected,1968,,1
166,5881,Undirected,1969,,1
166,1269,Undirected,1970,,1
166,3034,Undirected,1971,,1
166,4375,Undirected,1972,,1
166,1709,Undirected,1973,,1
166,990,Undirected,1974,,1
166,3038,Undirected,1975,,1
166,4816,Undirected,1976,,1
166,4378,Undirected,1977,,1
166,2591,Undirected,1978,,1
166,7118,Undirected,1979,,1
166,3696,Undirected,1980,,1
166,7120,Undirected,1981,,1
166,428,Undirected,1982,,1
166,2140,Undirected,1983,,1
167,4849,Undirected,1984,,1
167,6337,Undirected,1985,,1
167,968,Undirected,1986,,1
168,3902,Undirected,1987,,1
168,4274,Undirected,1988,,1
168,1773,Undirected,1989,,1
169,5402,Undirected,1990,,1
169,672,Undirected,1991,,1
169,4024,Undirected,1992,,1
169,2323,Undirected,1993,,1
170,2781,Undirected,1994,,1
170,1138,Undirected,1995,,1
171,2271,Undirected,1996,,1
171,3688,Undirected,1997,,1
171,1568,Undirected,1998,,1
172,1774,Undirected,1999,,1
172,3902,Undirected,2000,,1
172,4274,Undirected,2001,,1
172,4191,Undirected,2002,,1
172,1883,Undirected,2003,,1
172,4480,Undirected,2004,,1
172,1773,Undirected,2005,,1
2322,2732,Undirected,2006,,1
2322,764,Undirected,2007,,1
175,4904,Undirected,2008,,1
175,1789,Undirected,2009,,1
176,952,Undirected,2010,,1
176,1083,Undirected,2011,,1
176,4356,Undirected,2012,,1
176,1229,Undirected,2013,,1
176,6540,Undirected,2014,,1
176,1625,Undirected,2015,,1
176,6482,Undirected,2016,,1
176,676,Undirected,2017,,1
176,2548,Undirected,2018,,1
176,2340,Undirected,2019,,1
176,7104,Undirected,2020,,1
176,219,Undirected,2021,,1
176,3818,Undirected,2022,,1
176,3111,Undirected,2023,,1
176,831,Undirected,2024,,1
176,2529,Undirected,2025,,1
176,2506,Undirected,2026,,1
176,3910,Undirected,2027,,1
176,6773,Undirected,2028,,1
176,2345,Undirected,2029,,1
176,6700,Undirected,2030,,1
176,5345,Undirected,2031,,1
177,1059,Undirected,2032,,1
177,3453,Undirected,2033,,1
177,2799,Undirected,2034,,1
177,4853,Undirected,2035,,1
177,5411,Undirected,2036,,1
177,4121,Undirected,2037,,1
177,5349,Undirected,2038,,1
177,6050,Undirected,2039,,1
177,1882,Undirected,2040,,1
177,6750,Undirected,2041,,1
177,668,Undirected,2042,,1
177,4809,Undirected,2043,,1
177,6810,Undirected,2044,,1
177,1643,Undirected,2045,,1
177,6397,Undirected,2046,,1
177,6345,Undirected,2047,,1
177,5714,Undirected,2048,,1
177,3005,Undirected,2049,,1
177,726,Undirected,2050,,1
177,553,Undirected,2051,,1
177,1859,Undirected,2052,,1
177,3075,Undirected,2053,,1
178,4444,Undirected,2054,,1
178,1247,Undirected,2055,,1
178,2262,Undirected,2056,,1
178,3164,Undirected,2057,,1
178,900,Undirected,2058,,1
178,1445,Undirected,2059,,1
178,4250,Undirected,2060,,1
178,3898,Undirected,2061,,1
178,6365,Undirected,2062,,1
178,2639,Undirected,2063,,1
178,2713,Undirected,2064,,1
178,6119,Undirected,2065,,1
178,5007,Undirected,2066,,1
178,919,Undirected,2067,,1
178,6423,Undirected,2068,,1
178,1946,Undirected,2069,,1
178,2997,Undirected,2070,,1
178,3401,Undirected,2071,,1
178,1839,Undirected,2072,,1
178,2451,Undirected,2073,,1
178,4905,Undirected,2074,,1
178,3744,Undirected,2075,,1
178,5742,Undirected,2076,,1
178,5401,Undirected,2077,,1
178,6670,Undirected,2078,,1
178,3627,Undirected,2079,,1
178,6851,Undirected,2080,,1
178,2684,Undirected,2081,,1
178,2387,Undirected,2082,,1
178,2883,Undirected,2083,,1
178,3075,Undirected,2084,,1
178,6440,Undirected,2085,,1
178,5020,Undirected,2086,,1
178,4720,Undirected,2087,,1
178,5750,Undirected,2088,,1
178,2001,Undirected,2089,,1
178,5269,Undirected,2090,,1
178,3192,Undirected,2091,,1
178,361,Undirected,2092,,1
178,3922,Undirected,2093,,1
178,3717,Undirected,2094,,1
178,3132,Undirected,2095,,1
178,3440,Undirected,2096,,1
178,6136,Undirected,2097,,1
178,2177,Undirected,2098,,1
178,4860,Undirected,2099,,1
178,5480,Undirected,2100,,1
178,3926,Undirected,2101,,1
178,2009,Undirected,2102,,1
178,6335,Undirected,2103,,1
178,4366,Undirected,2104,,1
178,5947,Undirected,2105,,1
178,4707,Undirected,2106,,1
178,6677,Undirected,2107,,1
178,2186,Undirected,2108,,1
178,2165,Undirected,2109,,1
178,2188,Undirected,2110,,1
178,5293,Undirected,2111,,1
178,6125,Undirected,2112,,1
178,6879,Undirected,2113,,1
178,6025,Undirected,2114,,1
178,530,Undirected,2115,,1
178,431,Undirected,2116,,1
178,3066,Undirected,2117,,1
178,5713,Undirected,2118,,1
178,5212,Undirected,2119,,1
178,6815,Undirected,2120,,1
178,4949,Undirected,2121,,1
178,4573,Undirected,2122,,1
178,1869,Undirected,2123,,1
178,1170,Undirected,2124,,1
178,1533,Undirected,2125,,1
178,1038,Undirected,2126,,1
178,6903,Undirected,2127,,1
178,937,Undirected,2128,,1
178,2308,Undirected,2129,,1
178,146,Undirected,2130,,1
178,5810,Undirected,2131,,1
179,3902,Undirected,2132,,1
179,4444,Undirected,2133,,1
179,2997,Undirected,2134,,1
179,2928,Undirected,2135,,1
179,3401,Undirected,2136,,1
179,1773,Undirected,2137,,1
179,5945,Undirected,2138,,1
180,2732,Undirected,2139,,1
180,5179,Undirected,2140,,1
180,1666,Undirected,2141,,1
180,4994,Undirected,2142,,1
180,3838,Undirected,2143,,1
180,6007,Undirected,2144,,1
180,5577,Undirected,2145,,1
180,6399,Undirected,2146,,1
180,3624,Undirected,2147,,1
180,2935,Undirected,2148,,1
180,1336,Undirected,2149,,1
180,1924,Undirected,2150,,1
180,570,Undirected,2151,,1
180,4949,Undirected,2152,,1
180,1723,Undirected,2153,,1
180,3079,Undirected,2154,,1
180,1876,Undirected,2155,,1
180,5849,Undirected,2156,,1
180,5387,Undirected,2157,,1
180,6564,Undirected,2158,,1
181,5768,Undirected,2159,,1
181,5050,Undirected,2160,,1
182,461,Undirected,2161,,1
182,248,Undirected,2162,,1
182,6357,Undirected,2163,,1
182,3920,Undirected,2164,,1
182,6785,Undirected,2165,,1
182,4997,Undirected,2166,,1
182,6582,Undirected,2167,,1
182,1481,Undirected,2168,,1
182,5303,Undirected,2169,,1
182,3020,Undirected,2170,,1
182,1536,Undirected,2171,,1
182,4920,Undirected,2172,,1
182,5124,Undirected,2173,,1
182,877,Undirected,2174,,1
182,2777,Undirected,2175,,1
182,6605,Undirected,2176,,1
182,4203,Undirected,2177,,1
182,7075,Undirected,2178,,1
182,2447,Undirected,2179,,1
182,308,Undirected,2180,,1
182,1104,Undirected,2181,,1
182,5637,Undirected,2182,,1
182,1046,Undirected,2183,,1
182,197,Undirected,2184,,1
182,971,Undirected,2185,,1
182,5655,Undirected,2186,,1
182,974,Undirected,2187,,1
182,6463,Undirected,2188,,1
182,6092,Undirected,2189,,1
182,3175,Undirected,2190,,1
182,579,Undirected,2191,,1
182,6632,Undirected,2192,,1
182,4949,Undirected,2193,,1
182,2106,Undirected,2194,,1
182,633,Undirected,2195,,1
182,1547,Undirected,2196,,1
182,4076,Undirected,2197,,1
182,4281,Undirected,2198,,1
182,1175,Undirected,2199,,1
183,48,Undirected,2200,,1
183,430,Undirected,2201,,1
183,6467,Undirected,2202,,1
183,1103,Undirected,2203,,1
183,4114,Undirected,2204,,1
184,5253,Undirected,2205,,1
184,6074,Undirected,2206,,1
184,2788,Undirected,2207,,1
184,1580,Undirected,2208,,1
184,441,Undirected,2209,,1
184,454,Undirected,2210,,1
184,5824,Undirected,2211,,1
184,1108,Undirected,2212,,1
184,4715,Undirected,2213,,1
184,726,Undirected,2214,,1
184,6358,Undirected,2215,,1
184,1937,Undirected,2216,,1
184,6485,Undirected,2217,,1
184,1604,Undirected,2218,,1
184,370,Undirected,2219,,1
184,2270,Undirected,2220,,1
185,2654,Undirected,2221,,1
185,5842,Undirected,2222,,1
185,3784,Undirected,2223,,1
185,4568,Undirected,2224,,1
185,1701,Undirected,2225,,1
185,2158,Undirected,2226,,1
185,2529,Undirected,2227,,1
185,1773,Undirected,2228,,1
185,3238,Undirected,2229,,1
185,1725,Undirected,2230,,1
185,4425,Undirected,2231,,1
185,6716,Undirected,2232,,1
185,5817,Undirected,2233,,1
186,5986,Undirected,2234,,1
186,5307,Undirected,2235,,1
186,5072,Undirected,2236,,1
186,1967,Undirected,2237,,1
3527,2781,Undirected,2238,,1
3527,6056,Undirected,2239,,1
188,4888,Undirected,2240,,1
189,1402,Undirected,2241,,1
189,3806,Undirected,2242,,1
189,736,Undirected,2243,,1
189,5419,Undirected,2244,,1
189,6702,Undirected,2245,,1
189,5523,Undirected,2246,,1
189,5027,Undirected,2247,,1
189,2669,Undirected,2248,,1
189,4213,Undirected,2249,,1
189,6114,Undirected,2250,,1
189,552,Undirected,2251,,1
189,2466,Undirected,2252,,1
190,6459,Undirected,2253,,1
190,6621,Undirected,2254,,1
190,2779,Undirected,2255,,1
190,2750,Undirected,2256,,1
190,1169,Undirected,2257,,1
190,2832,Undirected,2258,,1
190,3788,Undirected,2259,,1
190,6025,Undirected,2260,,1
190,3968,Undirected,2261,,1
190,7123,Undirected,2262,,1
190,5979,Undirected,2263,,1
191,6059,Undirected,2264,,1
191,3240,Undirected,2265,,1
191,2781,Undirected,2266,,1
191,1472,Undirected,2267,,1
191,3760,Undirected,2268,,1
191,2591,Undirected,2269,,1
191,2517,Undirected,2270,,1
191,239,Undirected,2271,,1
191,5122,Undirected,2272,,1
191,3209,Undirected,2273,,1
191,5209,Undirected,2274,,1
191,6643,Undirected,2275,,1
192,2447,Undirected,2276,,1
192,2779,Undirected,2277,,1
192,3888,Undirected,2278,,1
192,2439,Undirected,2279,,1
192,4913,Undirected,2280,,1
193,6925,Undirected,2281,,1
193,1880,Undirected,2282,,1
193,1773,Undirected,2283,,1
194,2369,Undirected,2284,,1
194,497,Undirected,2285,,1
195,2732,Undirected,2286,,1
195,1552,Undirected,2287,,1
195,2740,Undirected,2288,,1
195,4528,Undirected,2289,,1
195,6280,Undirected,2290,,1
195,6136,Undirected,2291,,1
195,5389,Undirected,2292,,1
195,2064,Undirected,2293,,1
195,5402,Undirected,2294,,1
195,1083,Undirected,2295,,1
195,2700,Undirected,2296,,1
195,4390,Undirected,2297,,1
195,4949,Undirected,2298,,1
196,5772,Undirected,2299,,1
196,3169,Undirected,2300,,1
196,2778,Undirected,2301,,1
197,5485,Undirected,2302,,1
197,4133,Undirected,2303,,1
197,3960,Undirected,2304,,1
197,3110,Undirected,2305,,1
197,3578,Undirected,2306,,1
197,5655,Undirected,2307,,1
197,6186,Undirected,2308,,1
197,6092,Undirected,2309,,1
197,6785,Undirected,2310,,1
197,1526,Undirected,2311,,1
197,3175,Undirected,2312,,1
197,2287,Undirected,2313,,1
197,1031,Undirected,2314,,1
197,2345,Undirected,2315,,1
197,6582,Undirected,2316,,1
197,6632,Undirected,2317,,1
197,6103,Undirected,2318,,1
197,3020,Undirected,2319,,1
197,1214,Undirected,2320,,1
197,5380,Undirected,2321,,1
198,1891,Undirected,2322,,1
198,5842,Undirected,2323,,1
198,4256,Undirected,2324,,1
198,3620,Undirected,2325,,1
198,5397,Undirected,2326,,1
198,2819,Undirected,2327,,1
198,630,Undirected,2328,,1
198,4665,Undirected,2329,,1
198,4122,Undirected,2330,,1
198,6702,Undirected,2331,,1
198,4748,Undirected,2332,,1
198,1783,Undirected,2333,,1
198,963,Undirected,2334,,1
198,5858,Undirected,2335,,1
198,1399,Undirected,2336,,1
198,3219,Undirected,2337,,1
200,2732,Undirected,2338,,1
200,4112,Undirected,2339,,1
200,1103,Undirected,2340,,1
200,3320,Undirected,2341,,1
200,3739,Undirected,2342,,1
200,2143,Undirected,2343,,1
200,3939,Undirected,2344,,1
200,6355,Undirected,2345,,1
200,1721,Undirected,2346,,1
200,4930,Undirected,2347,,1
200,4347,Undirected,2348,,1
200,4406,Undirected,2349,,1
200,2740,Undirected,2350,,1
200,6853,Undirected,2351,,1
200,1812,Undirected,2352,,1
200,5759,Undirected,2353,,1
200,3638,Undirected,2354,,1
200,6716,Undirected,2355,,1
200,359,Undirected,2356,,1
201,2098,Undirected,2357,,1
201,5516,Undirected,2358,,1
201,5866,Undirected,2359,,1
201,1789,Undirected,2360,,1
201,5577,Undirected,2361,,1
201,330,Undirected,2362,,1
201,2755,Undirected,2363,,1
201,1785,Undirected,2364,,1
201,5354,Undirected,2365,,1
201,2728,Undirected,2366,,1
201,2352,Undirected,2367,,1
201,1615,Undirected,2368,,1
201,5629,Undirected,2369,,1
201,4833,Undirected,2370,,1
201,342,Undirected,2371,,1
201,5746,Undirected,2372,,1
201,2654,Undirected,2373,,1
201,5671,Undirected,2374,,1
201,4743,Undirected,2375,,1
201,675,Undirected,2376,,1
201,3262,Undirected,2377,,1
201,1701,Undirected,2378,,1
201,831,Undirected,2379,,1
201,2179,Undirected,2380,,1
201,4187,Undirected,2381,,1
201,6730,Undirected,2382,,1
201,5338,Undirected,2383,,1
201,3595,Undirected,2384,,1
201,6405,Undirected,2385,,1
201,1039,Undirected,2386,,1
201,2529,Undirected,2387,,1
201,2482,Undirected,2388,,1
201,6135,Undirected,2389,,1
201,6706,Undirected,2390,,1
201,2168,Undirected,2391,,1
202,6685,Undirected,2392,,1
202,6273,Undirected,2393,,1
202,4418,Undirected,2394,,1
202,230,Undirected,2395,,1
202,422,Undirected,2396,,1
202,6974,Undirected,2397,,1
203,4334,Undirected,2398,,1
204,1329,Undirected,2399,,1
204,4697,Undirected,2400,,1
204,1851,Undirected,2401,,1
204,3795,Undirected,2402,,1
6355,5552,Undirected,2403,,1
6355,5429,Undirected,2404,,1
6355,4146,Undirected,2405,,1
207,1808,Undirected,2406,,1
207,6893,Undirected,2407,,1
207,5761,Undirected,2408,,1
207,6045,Undirected,2409,,1
207,5228,Undirected,2410,,1
208,2447,Undirected,2411,,1
208,5786,Undirected,2412,,1
208,5322,Undirected,2413,,1
208,987,Undirected,2414,,1
208,7043,Undirected,2415,,1
208,3763,Undirected,2416,,1
208,3136,Undirected,2417,,1
208,6870,Undirected,2418,,1
208,396,Undirected,2419,,1
208,2466,Undirected,2420,,1
208,4949,Undirected,2421,,1
208,2732,Undirected,2422,,1
208,3902,Undirected,2423,,1
208,1072,Undirected,2424,,1
208,6286,Undirected,2425,,1
208,5393,Undirected,2426,,1
208,1924,Undirected,2427,,1
208,4347,Undirected,2428,,1
208,4087,Undirected,2429,,1
208,4577,Undirected,2430,,1
209,1899,Undirected,2431,,1
209,2799,Undirected,2432,,1
210,5296,Undirected,2433,,1
210,4016,Undirected,2434,,1
210,2201,Undirected,2435,,1
210,2481,Undirected,2436,,1
210,3706,Undirected,2437,,1
210,4913,Undirected,2438,,1
210,1773,Undirected,2439,,1
211,1717,Undirected,2440,,1
211,5433,Undirected,2441,,1
211,4597,Undirected,2442,,1
211,3839,Undirected,2443,,1
211,3278,Undirected,2444,,1
211,1328,Undirected,2445,,1
211,5554,Undirected,2446,,1
211,2665,Undirected,2447,,1
211,2872,Undirected,2448,,1
211,5973,Undirected,2449,,1
211,2887,Undirected,2450,,1
211,2426,Undirected,2451,,1
211,4282,Undirected,2452,,1
211,6838,Undirected,2453,,1
211,6870,Undirected,2454,,1
211,3616,Undirected,2455,,1
211,1890,Undirected,2456,,1
211,2275,Undirected,2457,,1
211,1002,Undirected,2458,,1
211,304,Undirected,2459,,1
211,1701,Undirected,2460,,1
211,607,Undirected,2461,,1
211,5451,Undirected,2462,,1
211,5338,Undirected,2463,,1
211,3237,Undirected,2464,,1
211,5569,Undirected,2465,,1
211,4196,Undirected,2466,,1
211,5748,Undirected,2467,,1
211,4310,Undirected,2468,,1
211,2523,Undirected,2469,,1
211,3520,Undirected,2470,,1
211,1985,Undirected,2471,,1
211,6821,Undirected,2472,,1
211,3096,Undirected,2473,,1
211,2002,Undirected,2474,,1
211,3305,Undirected,2475,,1
211,372,Undirected,2476,,1
211,932,Undirected,2477,,1
211,1481,Undirected,2478,,1
211,3077,Undirected,2479,,1
211,3691,Undirected,2480,,1
211,2963,Undirected,2481,,1
211,5059,Undirected,2482,,1
211,3052,Undirected,2483,,1
211,7104,Undirected,2484,,1
211,2274,Undirected,2485,,1
211,3740,Undirected,2486,,1
211,4819,Undirected,2487,,1
211,5100,Undirected,2488,,1
211,4702,Undirected,2489,,1
211,6941,Undirected,2490,,1
211,6812,Undirected,2491,,1
211,4987,Undirected,2492,,1
211,367,Undirected,2493,,1
211,3991,Undirected,2494,,1
211,1812,Undirected,2495,,1
211,2886,Undirected,2496,,1
211,2345,Undirected,2497,,1
211,6922,Undirected,2498,,1
211,4439,Undirected,2499,,1
211,2247,Undirected,2500,,1
211,5122,Undirected,2501,,1
212,5945,Undirected,2502,,1
212,6077,Undirected,2503,,1
212,2061,Undirected,2504,,1
212,6807,Undirected,2505,,1
212,1773,Undirected,2506,,1
212,3285,Undirected,2507,,1
213,4121,Undirected,2508,,1
213,5576,Undirected,2509,,1
213,2101,Undirected,2510,,1
213,5434,Undirected,2511,,1
6935,1011,Undirected,2512,,1
6935,2858,Undirected,2513,,1
6526,3042,Undirected,2514,,1
6526,5754,Undirected,2515,,1
6526,817,Undirected,2516,,1
6526,5684,Undirected,2517,,1
6526,885,Undirected,2518,,1
6526,366,Undirected,2519,,1
6526,367,Undirected,2520,,1
6526,5912,Undirected,2521,,1
6526,2963,Undirected,2522,,1
6526,1205,Undirected,2523,,1
6526,877,Undirected,2524,,1
6526,6604,Undirected,2525,,1
6526,1961,Undirected,2526,,1
6526,6808,Undirected,2527,,1
6526,1158,Undirected,2528,,1
6526,5360,Undirected,2529,,1
6526,6053,Undirected,2530,,1
6526,2354,Undirected,2531,,1
6526,1637,Undirected,2532,,1
6526,3145,Undirected,2533,,1
6526,4930,Undirected,2534,,1
6526,6812,Undirected,2535,,1
6526,5565,Undirected,2536,,1
6526,5774,Undirected,2537,,1
6526,4572,Undirected,2538,,1
6526,1812,Undirected,2539,,1
6526,233,Undirected,2540,,1
6526,5569,Undirected,2541,,1
6526,5874,Undirected,2542,,1
6526,6853,Undirected,2543,,1
6526,4775,Undirected,2544,,1
6526,3269,Undirected,2545,,1
214,1473,Undirected,2546,,1
214,4668,Undirected,2547,,1
214,3302,Undirected,2548,,1
214,3205,Undirected,2549,,1
214,5459,Undirected,2550,,1
214,1351,Undirected,2551,,1
214,3725,Undirected,2552,,1
214,879,Undirected,2553,,1
214,986,Undirected,2554,,1
214,5350,Undirected,2555,,1
214,5466,Undirected,2556,,1
214,1858,Undirected,2557,,1
214,4070,Undirected,2558,,1
214,430,Undirected,2559,,1
214,3087,Undirected,2560,,1
214,2428,Undirected,2561,,1
214,5619,Undirected,2562,,1
214,5511,Undirected,2563,,1
214,3418,Undirected,2564,,1
214,2654,Undirected,2565,,1
214,5921,Undirected,2566,,1
214,5069,Undirected,2567,,1
214,5362,Undirected,2568,,1
214,5132,Undirected,2569,,1
214,2014,Undirected,2570,,1
214,3181,Undirected,2571,,1
214,2081,Undirected,2572,,1
214,2474,Undirected,2573,,1
214,3967,Undirected,2574,,1
214,4088,Undirected,2575,,1
214,2690,Undirected,2576,,1
214,2504,Undirected,2577,,1
214,4212,Undirected,2578,,1
214,3371,Undirected,2579,,1
214,6615,Undirected,2580,,1
214,6533,Undirected,2581,,1
214,3412,Undirected,2582,,1
215,6389,Undirected,2583,,1
215,4769,Undirected,2584,,1
216,2060,Undirected,2585,,1
216,3733,Undirected,2586,,1
216,5033,Undirected,2587,,1
216,3586,Undirected,2588,,1
217,4753,Undirected,2589,,1
217,5768,Undirected,2590,,1
217,665,Undirected,2591,,1
217,5569,Undirected,2592,,1
217,3920,Undirected,2593,,1
217,238,Undirected,2594,,1
217,2529,Undirected,2595,,1
217,5442,Undirected,2596,,1
217,2345,Undirected,2597,,1
217,4191,Undirected,2598,,1
217,5611,Undirected,2599,,1
217,304,Undirected,2600,,1
217,6206,Undirected,2601,,1
218,394,Undirected,2602,,1
218,1955,Undirected,2603,,1
218,6174,Undirected,2604,,1
219,2825,Undirected,2605,,1
219,1659,Undirected,2606,,1
219,1237,Undirected,2607,,1
219,3815,Undirected,2608,,1
219,2781,Undirected,2609,,1
219,7021,Undirected,2610,,1
219,841,Undirected,2611,,1
219,5301,Undirected,2612,,1
219,4479,Undirected,2613,,1
219,2526,Undirected,2614,,1
219,3731,Undirected,2615,,1
219,5556,Undirected,2616,,1
219,396,Undirected,2617,,1
219,397,Undirected,2618,,1
219,3173,Undirected,2619,,1
219,5802,Undirected,2620,,1
219,6931,Undirected,2621,,1
219,3819,Undirected,2622,,1
219,1591,Undirected,2623,,1
219,3403,Undirected,2624,,1
219,4328,Undirected,2625,,1
219,5451,Undirected,2626,,1
219,7055,Undirected,2627,,1
219,7117,Undirected,2628,,1
219,2683,Undirected,2629,,1
219,227,Undirected,2630,,1
219,1149,Undirected,2631,,1
219,2744,Undirected,2632,,1
220,5161,Undirected,2633,,1
220,2107,Undirected,2634,,1
220,4044,Undirected,2635,,1
222,587,Undirected,2636,,1
222,1044,Undirected,2637,,1
223,549,Undirected,2638,,1
223,6196,Undirected,2639,,1
5929,2740,Undirected,2640,,1
225,485,Undirected,2641,,1
226,5389,Undirected,2642,,1
226,2740,Undirected,2643,,1
226,4444,Undirected,2644,,1
226,1103,Undirected,2645,,1
226,4016,Undirected,2646,,1
226,3401,Undirected,2647,,1
226,4700,Undirected,2648,,1
226,6474,Undirected,2649,,1
226,7069,Undirected,2650,,1
226,6136,Undirected,2651,,1
226,5269,Undirected,2652,,1
227,1552,Undirected,2653,,1
227,2201,Undirected,2654,,1
228,4918,Undirected,2655,,1
228,1773,Undirected,2656,,1
229,3007,Undirected,2657,,1
229,5945,Undirected,2658,,1
229,1229,Undirected,2659,,1
229,1773,Undirected,2660,,1
229,3285,Undirected,2661,,1
229,5690,Undirected,2662,,1
230,3280,Undirected,2663,,1
230,2202,Undirected,2664,,1
230,406,Undirected,2665,,1
231,3005,Undirected,2666,,1
231,1317,Undirected,2667,,1
231,1536,Undirected,2668,,1
231,2044,Undirected,2669,,1
231,1960,Undirected,2670,,1
231,1673,Undirected,2671,,1
231,5402,Undirected,2672,,1
231,331,Undirected,2673,,1
231,5301,Undirected,2674,,1
231,4244,Undirected,2675,,1
232,6530,Undirected,2676,,1
232,1484,Undirected,2677,,1
233,4196,Undirected,2678,,1
233,5204,Undirected,2679,,1
